99%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4],Optima 5, Optima [5],Optima 6, Optima [6],Optima 7, Optima [7],Optima 8, Optima [8],Optima 9, Optima [9],Optima 10, Optima [10]
 ,10210,[0 1 4 2 5 3 7 9 6 8],1689280,[4 6 9 1 2 3 7 8 0 5],486002,[1 4 0 6 2 3 5 8 7 9],324738,[0 9 1 5 2 3 8 4 6 7],1120434,[3 0 8 4 1 9 7 2 5 6],1699998,[4 7 1 3 0 8 5 2 6 9],2117037,[5 8 4 0 2 9 7 3 6 1],1406637,[3 8 9 0 5 7 6 2 4 1],1204758,[3 2 9 0 4 7 5 1 6 8],258085,[0 7 4 2 5 8 6 1 9 3]
------------------------------------------------
#,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4],Optima 5, Optima [5],Optima 6, Optima [6],Optima 7, Optima [7],Optima 8, Optima [8],Optima 9, Optima [9],Optima 10, Optima [10]
1,2352150,[6 4 2 7 9 1 3 0 5 8],2413109,[6 5 8 7 3 1 0 9 4 2],1536105,[4 2 0 8 5 9 3 6 7 1],957050,[2 6 7 9 1 4 0 5 3 8],985097,[2 7 4 5 1 0 8 9 6 3],3131579,[8 5 6 2 3 4 1 9 7 0],2065167,[5 7 1 8 2 6 4 3 9 0],867098,[2 4 6 0 3 9 1 7 5 8],2506934,[6 9 1 3 8 0 5 4 2 7],880451,[2 4 8 6 9 0 3 7 5 1]
2,3232545,[8 9 1 3 5 7 2 4 6 0],689732,[1 9 0 7 8 5 6 3 2 4],1147106,[3 1 5 7 2 4 0 8 6 9],1152834,[3 1 6 8 0 9 7 2 4 5],985703,[2 7 4 6 0 1 9 8 5 3],333739,[0 9 3 2 6 1 8 4 7 5],904615,[2 5 4 6 3 7 1 0 9 8],869177,[2 4 6 5 1 0 8 9 7 3],499434,[1 4 5 0 7 9 8 2 3 6],1597766,[4 3 7 0 1 8 6 5 2 9]
3,40999,[0 2 1 3 9 7 5 4 8 6],2693777,[7 3 8 4 2 0 6 9 5 1],1273264,[3 5 6 7 2 4 8 9 0 1],2189319,[6 0 3 4 8 2 7 5 9 1],1523933,[4 1 8 3 6 5 0 9 7 2],2866112,[7 9 0 5 6 2 3 4 1 8],2421613,[6 7 0 4 3 1 8 2 9 5],3359820,[9 2 3 6 4 5 7 0 1 8],2396360,[6 5 3 4 1 8 2 7 0 9],337673,[0 9 3 8 7 6 4 5 2 1]
4,3452473,[9 4 6 0 1 7 2 3 8 5],2416070,[6 5 9 2 4 8 3 1 0 7],135131,[0 4 3 8 7 1 5 9 6 2],2508041,[6 9 1 5 3 2 7 8 4 0],126588,[0 4 2 1 8 9 6 3 5 7],177438,[0 5 4 2 6 8 3 1 7 9],1184546,[3 2 5 0 4 6 1 8 7 9],1492438,[4 1 0 2 8 9 7 6 3 5],661684,[1 8 4 3 0 2 5 9 6 7],1579276,[4 3 1 5 6 8 0 9 2 7]
5,157412,[0 4 9 2 6 7 8 3 1 5],628138,[1 7 5 6 3 4 2 9 0 8],3361947,[9 2 4 0 5 3 1 7 8 6],1111451,[3 0 6 5 8 1 4 9 7 2],126624,[0 4 2 1 9 5 3 6 7 8],2146289,[5 9 1 7 8 4 3 6 2 0],298731,[0 8 4 2 9 5 1 6 7 3],3503519,[9 5 8 0 7 6 4 3 2 1],3540969,[9 6 7 4 0 1 3 5 8 2],2546908,[7 0 2 4 5 3 1 9 6 8]
6,2546245,[7 0 2 3 5 8 6 1 9 4],1764108,[4 8 7 0 1 9 5 2 3 6],522839,[1 4 9 7 0 8 6 5 3 2],341766,[0 9 4 7 6 1 3 2 5 8],628340,[1 7 5 6 8 0 9 3 2 4],1529884,[4 1 9 5 8 0 2 7 3 6],927542,[2 6 0 1 4 7 8 5 3 9],497106,[1 4 3 7 5 6 9 0 2 8],2838151,[7 8 3 0 9 2 4 1 6 5],1909263,[5 2 3 8 7 4 6 1 9 0]
7,655809,[1 8 3 0 9 2 5 6 7 4],480291,[1 3 9 4 0 6 2 7 8 5],2420254,[6 7 0 2 4 8 9 5 1 3],2247374,[6 1 7 9 3 0 5 4 2 8],3160803,[8 6 3 1 0 2 4 7 9 5],2238879,[6 1 5 2 7 3 8 4 9 0],303787,[0 8 5 2 9 4 7 1 6 3],3606139,[9 8 3 4 5 0 7 1 6 2],3367823,[9 2 5 1 6 0 8 7 4 3],1877831,[5 1 6 7 0 4 9 8 3 2]
8,293745,[0 8 3 2 9 7 4 5 6 1],1849339,[5 0 8 9 4 1 7 2 6 3],3451484,[9 4 5 7 6 1 8 2 0 3],644494,[1 7 9 8 0 5 6 4 2 3],143581,[0 4 6 5 3 7 8 1 9 2],367761,[1 0 2 9 7 6 4 5 8 3],1426108,[3 9 2 8 6 1 0 7 4 5],1386213,[3 8 4 0 2 7 9 5 6 1],2960008,[8 1 4 3 0 7 6 9 2 5],2130173,[5 8 7 4 3 2 0 9 6 1]
9,3404044,[9 3 4 2 8 0 1 7 5 6],1192410,[3 2 6 7 0 8 9 1 4 5],3489712,[9 5 4 2 7 8 3 6 0 1],301100,[0 8 4 7 2 1 9 5 3 6],2540153,[6 9 8 7 5 4 2 3 1 0],765917,[2 0 9 8 6 5 1 7 4 3],1562106,[4 2 7 9 5 3 8 0 1 6],3305391,[9 0 8 6 5 7 3 2 4 1],2156410,[5 9 3 8 0 1 4 7 2 6],429113,[1 2 7 0 9 8 5 6 4 3]
10,3556512,[9 7 1 5 4 6 0 2 3 8],2017689,[5 6 0 3 4 1 7 8 9 2],2198284,[6 0 5 2 3 1 4 9 7 8],2605281,[7 1 5 9 3 6 2 4 8 0],2971631,[8 1 6 5 2 4 9 7 3 0],779981,[2 1 4 8 3 9 0 7 6 5],645900,[1 8 0 3 2 6 7 4 5 9],2273958,[6 2 4 1 3 8 5 0 7 9],1872943,[5 1 4 7 2 9 3 0 8 6],2350965,[6 4 2 5 1 3 9 7 8 0]
11,582573,[1 6 4 7 0 8 9 3 5 2],728547,[2 0 1 6 9 4 3 7 8 5],1834947,[5 0 6 1 7 3 2 8 9 4],1458742,[4 0 2 6 1 3 9 8 5 7],1420343,[3 9 1 7 6 0 8 5 4 2],2320456,[6 3 5 2 9 0 7 8 1 4],2544605,[7 0 1 9 3 2 4 8 6 5],2666923,[7 3 1 2 0 5 9 4 8 6],46615,[0 2 3 4 8 6 5 1 9 7],677455,[1 8 7 3 9 4 2 0 6 5]
12,1255972,[3 5 1 2 6 7 0 9 4 8],1627091,[4 5 2 8 9 0 3 7 6 1],731587,[2 0 3 4 1 7 9 5 8 6],3239637,[8 9 2 6 3 7 5 1 4 0],1416321,[3 9 1 0 2 7 5 6 8 4],3114737,[8 5 2 0 1 3 7 9 6 4],1401044,[3 8 6 9 7 1 5 2 0 4],2835543,[7 8 2 5 1 4 6 3 9 0],2198151,[6 0 5 1 9 8 4 3 7 2],276546,[0 7 8 9 1 4 6 2 3 5]
13,2055778,[5 6 9 8 1 3 2 7 0 4],2327006,[6 3 7 5 9 4 2 1 0 8],741307,[2 0 5 1 7 6 9 3 8 4],1021256,[2 8 3 6 4 5 1 7 0 9],490789,[1 4 2 5 7 9 6 0 8 3],1161686,[3 1 8 5 4 7 6 2 0 9],50910,[0 2 4 1 8 5 6 3 7 9],2394593,[6 5 3 0 8 9 4 7 2 1],2500267,[6 9 0 1 5 4 8 2 7 3],394236,[1 0 8 3 6 4 7 2 5 9]
14,1606696,[4 3 8 7 5 0 6 9 1 2],3460645,[9 4 7 5 2 6 3 0 8 1],764438,[2 0 9 6 7 3 5 4 1 8],2877942,[7 9 3 0 1 8 4 2 5 6],2339904,[6 4 0 2 9 3 1 5 7 8],1247427,[3 4 9 5 6 1 0 7 8 2],2188061,[6 0 3 1 9 8 2 7 5 4],3427014,[9 3 8 7 5 2 1 0 4 6],1582748,[4 3 2 0 5 7 9 6 1 8],732344,[2 0 3 5 1 9 6 7 4 8]
15,2051363,[5 6 9 0 1 7 3 8 4 2],3087595,[8 4 5 6 1 9 7 0 3 2],3416178,[9 3 6 7 5 0 8 1 2 4],1511600,[4 1 5 9 3 7 2 6 0 8],2780672,[7 5 9 6 0 2 3 4 1 8],184567,[0 5 6 7 3 1 4 2 9 8],1535307,[4 2 0 7 5 3 1 8 9 6],207348,[0 6 2 1 9 8 5 3 4 7],1965135,[5 3 7 9 2 0 6 4 8 1],1228255,[3 4 5 7 9 2 1 0 8 6]
16,3312430,[9 1 2 3 6 5 8 7 0 4],143413,[0 4 6 5 2 1 8 3 9 7],1813054,[4 9 8 6 0 5 7 3 1 2],1207350,[3 2 9 5 8 1 4 0 6 7],3287846,[9 0 5 3 4 7 6 2 1 8],2316180,[6 3 4 5 9 2 7 0 1 8],3612580,[9 8 4 6 2 7 0 5 1 3],3195496,[8 7 2 0 3 1 6 9 4 5],1666943,[4 6 2 8 1 0 9 7 5 3],1019912,[2 8 3 4 6 1 5 7 0 9]
17,3541600,[9 6 7 4 8 1 3 5 0 2],2294625,[6 2 9 1 8 7 3 4 5 0],2357257,[6 4 3 7 9 8 0 1 5 2],1677745,[4 6 5 9 1 2 0 3 8 7],2725112,[7 4 5 6 9 1 2 3 0 8],2453871,[6 7 8 9 0 5 3 2 4 1],3362586,[9 2 4 1 3 6 8 0 5 7],912896,[2 5 7 0 9 4 3 6 1 8],2798180,[7 6 3 1 4 0 9 5 2 8],2167969,[5 9 7 1 0 4 2 3 8 6]
18,425719,[1 2 6 5 3 8 4 0 9 7],1599041,[4 3 7 1 9 2 6 8 5 0],1281056,[3 5 8 1 2 6 4 7 0 9],1541274,[4 2 1 8 6 9 7 0 3 5],1286902,[3 5 9 2 4 0 8 7 1 6],1157445,[3 1 7 6 5 2 9 4 8 0],1567178,[4 2 8 9 5 7 0 3 1 6],1756806,[4 8 5 6 0 1 3 2 7 9],674403,[1 8 6 7 5 0 2 4 9 3],2440223,[6 7 4 1 2 0 9 8 5 3]
19,2473568,[6 8 2 7 4 0 3 5 1 9],2491459,[6 8 7 2 3 0 9 1 5 4],2900994,[7 9 8 4 0 6 5 1 2 3],1839785,[5 0 7 1 3 6 8 9 4 2],690146,[1 9 0 8 5 3 2 6 4 7],2944431,[8 1 0 3 5 9 6 4 7 2],2382997,[6 5 0 8 7 2 4 1 9 3],85366,[0 3 1 9 6 4 8 7 2 5],1173011,[3 2 0 8 4 1 6 9 7 5],2766982,[7 5 6 0 1 2 9 8 3 4]
20,1739629,[4 8 1 2 0 9 6 3 7 5],3303422,[9 0 8 4 1 5 6 3 2 7],1074621,[2 9 6 1 5 0 8 4 7 3],212255,[0 6 3 1 8 7 9 5 4 2],2610315,[7 1 6 9 3 5 0 4 8 2],2877862,[7 9 3 0 1 2 8 6 4 5],1909269,[5 2 3 8 7 4 9 1 6 0],2379421,[6 5 0 1 8 4 7 2 9 3],2101171,[5 8 0 9 2 6 7 1 4 3],2286891,[6 2 7 8 1 4 0 5 9 3]
21,1570030,[4 2 9 5 6 3 8 7 0 1],908745,[2 5 6 3 0 9 4 7 8 1],1757422,[4 8 5 6 9 0 7 3 1 2],2731524,[7 4 6 9 5 3 2 0 1 8],516900,[1 4 8 5 9 3 6 0 2 7],1823072,[5 0 2 8 1 4 6 7 3 9],1493929,[4 1 0 5 9 6 2 3 8 7],1320686,[3 6 8 0 2 7 5 4 1 9],982526,[2 7 3 9 5 6 4 1 0 8],1077991,[2 9 6 8 1 3 4 0 7 5]
22,1406280,[3 8 9 0 2 1 4 5 6 7],882440,[2 4 9 0 6 7 3 5 1 8],2633742,[7 2 3 5 9 8 1 0 4 6],1572470,[4 2 9 8 7 6 3 1 0 5],1781933,[4 9 1 5 8 3 0 7 6 2],1651181,[4 5 9 6 1 8 0 7 3 2],2721689,[7 4 5 0 1 8 6 9 3 2],2891159,[7 9 5 4 2 8 6 3 1 0],2414170,[6 5 9 0 1 2 4 8 3 7],48775,[0 2 3 7 8 5 4 1 9 6]
23,3156312,[8 6 2 1 7 5 0 3 4 9],2262537,[6 2 0 9 4 5 3 7 8 1],213635,[0 6 3 4 8 2 5 9 7 1],3405106,[9 3 4 6 1 8 2 7 0 5],1840034,[5 0 7 1 6 8 2 4 3 9],1685448,[4 6 8 2 9 3 0 1 5 7],2068407,[5 7 2 3 8 6 4 1 9 0],145558,[0 4 6 9 1 8 7 5 2 3],263700,[0 7 5 3 2 6 8 1 4 9],2008368,[5 4 8 3 2 6 0 1 7 9]
24,1150563,[3 1 6 4 0 2 5 8 9 7],567172,[1 6 0 5 8 4 2 9 3 7],2429986,[6 7 2 0 9 8 3 5 1 4],2414093,[6 5 8 9 7 2 0 4 3 1],3130761,[8 5 6 1 2 7 3 4 9 0],805748,[2 1 9 8 0 5 7 4 3 6],977279,[2 7 1 9 3 8 6 5 4 0],2272912,[6 2 3 9 7 8 4 5 0 1],559611,[1 5 9 0 3 6 2 7 8 4],529936,[1 5 2 3 0 4 8 9 6 7]
25,187804,[0 5 7 2 9 1 3 8 4 6],1705798,[4 7 2 5 0 9 8 6 1 3],818377,[2 3 4 5 7 9 0 1 8 6],1108945,[3 0 6 1 4 5 2 7 9 8],723841,[1 9 8 5 3 0 2 4 7 6],1861447,[5 1 2 4 6 0 7 3 9 8],3275653,[9 0 2 8 5 1 6 3 7 4],28121,[0 1 7 6 2 4 8 9 5 3],1844963,[5 0 8 1 4 7 3 9 6 2],2345143,[6 4 1 3 0 9 5 2 8 7]
26,3367963,[9 2 5 1 7 3 8 0 6 4],2377740,[6 4 9 7 2 3 5 0 1 8],2834727,[7 8 2 4 0 6 5 3 9 1],1429555,[3 9 4 6 2 8 7 0 5 1],1375106,[3 8 0 7 9 2 1 5 4 6],93205,[0 3 4 6 5 8 7 1 9 2],1630173,[4 5 3 6 0 8 9 2 7 1],1555250,[4 2 6 7 0 5 1 8 3 9],2957620,[8 1 3 7 6 9 0 5 2 4],2551588,[7 0 3 2 9 4 1 8 5 6]
27,475166,[1 3 8 2 9 6 5 4 0 7],2897051,[7 9 6 5 4 0 2 8 3 1],2387860,[6 5 1 8 3 9 0 7 2 4],2458660,[6 7 9 5 4 8 0 3 1 2],1370513,[3 7 9 8 2 6 4 5 1 0],2210644,[6 0 8 5 3 1 2 9 4 7],3091765,[8 4 6 3 0 7 5 1 9 2],1803465,[4 9 6 7 5 8 1 2 3 0],3247341,[8 9 4 2 1 0 7 5 6 3],835559,[2 3 7 8 4 9 6 5 1 0]
28,1010084,[2 8 0 4 9 3 7 5 1 6],811095,[2 3 0 9 6 1 7 5 8 4],3551844,[9 7 0 6 1 5 4 2 3 8],1769282,[4 8 9 0 3 1 2 6 5 7],2965340,[8 1 5 3 6 0 9 4 2 7],3088994,[8 4 5 9 1 6 0 3 2 7],426693,[1 2 6 7 5 8 9 3 4 0],62718,[0 2 6 5 1 8 4 3 7 9],115033,[0 3 8 7 6 5 1 2 9 4],1126468,[3 0 9 5 6 2 1 8 4 7]
29,541100,[1 5 4 3 7 0 9 6 2 8],2724148,[7 4 5 3 6 1 0 9 2 8],2902490,[7 9 8 6 1 3 0 4 2 5],958027,[2 6 8 0 5 4 9 1 7 3],3479512,[9 5 2 3 6 8 4 7 0 1],2821600,[7 6 9 5 8 1 3 4 0 2],1646417,[4 5 8 6 7 0 3 9 2 1],3350785,[9 2 0 7 8 3 1 4 6 5],2152850,[5 9 3 1 0 6 2 7 4 8],421515,[1 2 5 7 4 8 0 6 9 3]
30,776579,[2 1 4 0 7 6 5 9 8 3],1539834,[4 2 1 6 7 9 8 0 3 5],1823567,[5 0 2 8 7 3 9 6 4 1],1053857,[2 9 1 0 7 3 6 8 5 4],2041308,[5 6 7 0 1 9 4 2 3 8],2697389,[7 3 9 1 4 2 0 8 6 5],853278,[2 4 1 5 0 8 6 3 7 9],2155577,[5 9 3 6 8 0 4 7 2 1],505171,[1 4 6 2 7 8 9 0 5 3],2916888,[8 0 3 7 2 5 1 4 6 9]
