70%,Optima 1, Optima [1]
 ,421,[0 4 3 5 1 6 2]
------------------------------------------------
#,Optima 1, Optima [1]
1,2941,[4 0 3 5 1 6 2]
2,1231,[1 5 2 3 0 6 4]
3,462,[0 4 6 2 1 3 5]
4,2608,[3 4 5 2 6 0 1]
5,144,[0 2 3 1 4 5 6]
6,2330,[3 1 4 0 5 2 6]
7,3439,[4 5 3 1 0 6 2]
8,2878,[3 6 5 4 2 0 1]
9,375,[0 4 1 5 3 6 2]
10,1628,[2 1 4 6 3 0 5]
11,1445,[2 0 1 3 6 5 4]
12,1037,[1 3 5 0 6 4 2]
13,1101,[1 4 0 6 3 5 2]
14,625,[0 6 2 1 3 5 4]
15,2699,[3 5 2 1 6 4 0]
16,1446,[2 0 1 4 3 5 6]
17,761,[1 0 3 5 6 4 2]
18,2319,[3 1 2 5 4 6 0]
19,296,[0 3 4 2 5 1 6]
20,3031,[4 1 2 3 0 6 5]
21,1867,[2 4 3 6 0 5 1]
22,1604,[2 1 3 6 4 0 5]
23,1571,[2 1 0 4 6 5 3]
24,2188,[3 0 2 1 6 4 5]
25,2564,[3 4 1 6 2 0 5]
26,1636,[2 1 5 0 6 3 4]
27,1609,[2 1 4 0 3 6 5]
28,1835,[2 4 1 3 6 5 0]
29,1768,[2 3 5 4 6 0 1]
30,2142,[2 6 5 1 0 3 4]
31,2186,[3 0 2 1 5 4 6]
32,3184,[4 2 3 5 6 0 1]
33,1021,[1 3 4 5 0 6 2]
34,3056,[4 1 3 2 5 0 6]
35,1861,[2 4 3 5 0 6 1]
36,935,[1 2 5 6 4 3 0]
37,986,[1 3 2 0 5 4 6]
38,2208,[3 0 4 1 2 5 6]
39,512,[0 5 2 3 4 1 6]
40,2346,[3 1 4 6 0 2 5]
41,2008,[2 5 4 3 6 0 1]
42,2943,[4 0 3 5 2 6 1]
43,3403,[4 5 1 6 0 3 2]
44,2635,[3 4 6 5 0 2 1]
45,2267,[3 0 6 2 5 4 1]
46,3572,[4 6 3 5 1 0 2]
47,2714,[3 5 4 0 2 1 6]
48,468,[0 4 6 3 1 2 5]
49,1682,[2 3 0 1 5 4 6]
50,1588,[2 1 3 0 6 4 5]
51,599,[0 5 6 4 3 2 1]
52,3082,[4 1 5 2 6 0 3]
53,2883,[4 0 1 2 5 6 3]
54,3610,[5 0 1 3 6 2 4]
55,3036,[4 1 2 5 0 3 6]
56,1464,[2 0 3 1 4 5 6]
57,3314,[4 3 5 0 2 1 6]
58,1928,[2 5 0 3 4 1 6]
59,377,[0 4 1 5 6 3 2]
60,2422,[3 2 0 6 5 1 4]
61,848,[1 2 0 4 5 3 6]
62,1730,[2 3 4 0 5 1 6]
63,1236,[1 5 2 4 0 3 6]
64,1686,[2 3 0 4 1 5 6]
65,3096,[4 1 6 0 2 3 5]
66,1916,[2 4 6 5 1 0 3]
67,405,[0 4 2 6 3 5 1]
68,1700,[2 3 0 6 4 1 5]
69,2419,[3 2 0 6 1 5 4]
70,1891,[2 4 5 6 0 3 1]
71,586,[0 5 6 2 4 1 3]
72,2207,[3 0 2 6 5 4 1]
73,1933,[2 5 0 4 1 6 3]
74,1560,[2 1 0 3 4 5 6]
75,1150,[1 4 3 6 5 0 2]
76,2579,[3 4 2 1 6 5 0]
77,1855,[2 4 3 1 0 6 5]
78,2591,[3 4 2 6 5 1 0]
79,3575,[4 6 3 5 2 1 0]
80,2647,[3 5 0 2 1 6 4]
81,2577,[3 4 2 1 5 6 0]
82,1267,[1 5 3 6 0 4 2]
83,269,[0 3 2 1 6 5 4]
84,242,[0 3 1 2 5 4 6]
85,1670,[2 1 6 4 3 0 5]
86,2759,[3 5 6 4 2 1 0]
87,428,[0 4 3 6 2 1 5]
88,1065,[1 3 6 2 4 5 0]
89,402,[0 4 2 6 1 3 5]
90,523,[0 5 2 6 1 4 3]
91,1275,[1 5 4 0 3 6 2]
92,2713,[3 5 4 0 1 6 2]
93,2164,[3 0 1 2 6 4 5]
94,1745,[2 3 4 5 6 1 0]
95,1625,[2 1 4 5 6 3 0]
96,144,[0 2 3 1 4 5 6]
97,1833,[2 4 1 3 5 6 0]
98,1844,[2 4 1 6 3 0 5]
99,3193,[4 2 5 0 1 6 3]
100,478,[0 4 6 5 3 1 2]
1,3555,[4 6 3 0 2 5 1]
2,1141,[1 4 3 5 0 6 2]
3,1703,[2 3 0 6 5 4 1]
4,3446,[4 5 3 2 1 0 6]
5,1129,[1 4 3 0 2 6 5]
6,2046,[2 6 0 3 1 4 5]
7,1275,[1 5 4 0 3 6 2]
8,1449,[2 0 1 4 5 6 3]
9,2587,[3 4 2 6 0 5 1]
10,584,[0 5 6 2 3 1 4]
11,3263,[4 3 0 6 5 2 1]
12,849,[1 2 0 4 5 6 3]
13,2007,[2 5 4 3 1 6 0]
14,1179,[1 4 6 0 3 5 2]
15,3500,[4 6 0 5 2 1 3]
16,3236,[4 2 6 5 1 0 3]
17,1578,[2 1 0 6 3 4 5]
18,1057,[1 3 6 0 2 5 4]
19,405,[0 4 2 6 3 5 1]
20,464,[0 4 6 2 3 1 5]
21,1614,[2 1 4 3 0 5 6]
22,2732,[3 5 4 6 1 0 2]
23,1680,[2 3 0 1 4 5 6]
24,2023,[2 5 6 1 0 4 3]
25,742,[1 0 2 6 5 3 4]
26,1528,[2 0 5 4 6 1 3]
27,379,[0 4 1 6 2 5 3]
28,233,[0 2 6 4 5 3 1]
29,3590,[4 6 5 2 1 0 3]
30,873,[1 2 3 4 5 6 0]
31,873,[1 2 3 4 5 6 0]
32,410,[0 4 3 1 5 2 6]
33,3053,[4 1 3 0 6 5 2]
34,3224,[4 2 6 1 3 0 5]
35,2746,[3 5 6 1 4 0 2]
36,1562,[2 1 0 3 5 4 6]
37,3218,[4 2 6 0 3 1 5]
38,488,[0 5 1 3 4 2 6]
39,2832,[3 6 4 0 1 2 5]
40,3278,[4 3 1 5 2 0 6]
41,1610,[2 1 4 0 5 3 6]
42,2633,[3 4 6 2 5 1 0]
43,2133,[2 6 4 5 1 3 0]
44,3217,[4 2 6 0 1 5 3]
45,914,[1 2 5 0 4 3 6]
46,553,[0 5 4 1 2 6 3]
47,832,[1 0 6 4 5 2 3]
48,1112,[1 4 2 3 5 0 6]
49,1899,[2 4 6 0 3 5 1]
50,2043,[2 6 0 1 4 5 3]
51,2481,[3 2 5 1 4 6 0]
52,903,[1 2 4 5 3 6 0]
53,1827,[2 4 1 0 5 6 3]
54,2855,[3 6 4 5 2 1 0]
55,2518,[3 2 6 5 4 0 1]
56,950,[1 2 6 4 3 0 5]
57,3115,[4 1 6 5 0 3 2]
58,3335,[4 3 5 6 2 1 0]
59,2830,[3 6 2 5 4 0 1]
60,3255,[4 3 0 5 2 6 1]
61,2003,[2 5 4 1 6 3 0]
62,1087,[1 4 0 3 2 6 5]
63,1513,[2 0 5 1 3 6 4]
64,1841,[2 4 1 5 6 3 0]
65,3365,[4 5 0 1 6 3 2]
66,3252,[4 3 0 5 1 2 6]
67,1451,[2 0 1 4 6 5 3]
68,2438,[3 2 1 5 4 0 6]
69,2088,[2 6 3 0 1 4 5]
70,2064,[2 6 1 0 3 4 5]
71,403,[0 4 2 6 1 5 3]
72,1216,[1 5 0 4 6 2 3]
73,1879,[2 4 5 1 0 6 3]
74,519,[0 5 2 4 3 6 1]
75,2509,[3 2 6 4 0 5 1]
76,2635,[3 4 6 5 0 2 1]
77,725,[1 0 2 3 6 5 4]
78,2117,[2 6 4 0 5 3 1]
79,1235,[1 5 2 3 6 4 0]
80,232,[0 2 6 4 5 1 3]
81,823,[1 0 6 3 2 5 4]
82,2712,[3 5 4 0 1 2 6]
83,2070,[2 6 1 3 0 4 5]
84,1673,[2 1 6 4 5 3 0]
85,2046,[2 6 0 3 1 4 5]
86,3624,[5 0 2 1 3 4 6]
87,1965,[2 5 1 6 3 4 0]
88,224,[0 2 6 3 4 1 5]
89,832,[1 0 6 4 5 2 3]
90,1922,[2 5 0 1 4 3 6]
91,2101,[2 6 3 4 0 5 1]
92,3537,[4 6 2 1 3 5 0]
93,1313,[1 5 6 3 4 2 0]
94,3231,[4 2 6 3 1 5 0]
95,1402,[1 6 4 2 5 0 3]
96,649,[0 6 3 1 2 5 4]
97,1246,[1 5 2 6 4 0 3]
98,129,[0 2 1 4 5 6 3]
99,3506,[4 6 1 0 3 2 5]
100,1317,[1 5 6 4 2 3 0]
1,2756,[3 5 6 4 1 0 2]
2,2048,[2 6 0 3 4 1 5]
3,2679,[3 5 1 4 2 6 0]
4,3490,[4 6 0 2 5 1 3]
5,2025,[2 5 6 1 3 4 0]
6,1392,[1 6 4 0 2 3 5]
7,2678,[3 5 1 4 2 0 6]
8,1435,[1 6 5 4 0 3 2]
9,473,[0 4 6 3 5 2 1]
10,3537,[4 6 2 1 3 5 0]
11,197,[0 2 5 1 6 4 3]
12,1125,[1 4 2 6 3 5 0]
13,2227,[3 0 4 6 1 5 2]
14,2641,[3 5 0 1 2 6 4]
15,2559,[3 4 1 5 2 6 0]
16,2946,[4 0 3 6 1 2 5]
17,2672,[3 5 1 2 4 0 6]
18,3495,[4 6 0 3 2 5 1]
19,3449,[4 5 3 2 6 1 0]
20,3396,[4 5 1 3 0 2 6]
21,1413,[1 6 4 5 2 3 0]
22,1253,[1 5 3 0 6 4 2]
23,1732,[2 3 4 0 6 1 5]
24,256,[0 3 1 5 6 2 4]
25,3617,[5 0 1 4 6 3 2]
26,286,[0 3 2 6 5 1 4]
27,3558,[4 6 3 1 0 2 5]
28,2303,[3 1 0 6 5 4 2]
29,2772,[3 6 0 4 1 2 5]
30,1986,[2 5 3 6 0 1 4]
31,1515,[2 0 5 1 4 6 3]
32,433,[0 4 5 1 2 6 3]
33,2266,[3 0 6 2 5 1 4]
34,3572,[4 6 3 5 1 0 2]
35,1214,[1 5 0 4 3 2 6]
36,2429,[3 2 1 0 6 5 4]
37,388,[0 4 2 1 6 3 5]
38,2235,[3 0 5 1 4 6 2]
39,3302,[4 3 2 5 1 0 6]
40,781,[1 0 4 5 2 6 3]
41,1072,[1 3 6 4 5 0 2]
42,656,[0 6 3 2 4 1 5]
43,3506,[4 6 1 0 3 2 5]
44,949,[1 2 6 4 0 5 3]
45,1697,[2 3 0 5 6 4 1]
46,1103,[1 4 0 6 5 3 2]
47,1437,[1 6 5 4 2 3 0]
48,2326,[3 1 2 6 5 0 4]
49,798,[1 0 5 3 2 4 6]
50,2110,[2 6 3 5 4 0 1]
51,1632,[2 1 5 0 3 4 6]
52,1406,[1 6 4 3 2 0 5]
53,625,[0 6 2 1 3 5 4]
54,311,[0 3 4 6 5 2 1]
55,3559,[4 6 3 1 0 5 2]
56,1630,[2 1 4 6 5 0 3]
57,442,[0 4 5 2 6 1 3]
58,2513,[3 2 6 4 5 1 0]
59,3527,[4 6 1 5 3 2 0]
60,1890,[2 4 5 6 0 1 3]
61,1488,[2 0 4 1 3 5 6]
62,502,[0 5 1 6 4 2 3]
63,2318,[3 1 2 5 4 0 6]
64,2142,[2 6 5 1 0 3 4]
65,2148,[2 6 5 3 0 1 4]
66,3573,[4 6 3 5 1 2 0]
67,2513,[3 2 6 4 5 1 0]
68,2309,[3 1 2 0 6 5 4]
69,1553,[2 0 6 4 5 3 1]
70,292,[0 3 4 1 6 2 5]
71,2912,[4 0 2 3 5 1 6]
