100%,Optima 1, Optima [1]
 ,421,[0 1 2 3 7 6 8 4 9 5]
------------------------------------------------
#,Optima 1, Optima [1]
1,1484899,[4 0 8 6 3 1 9 2 7 5]
2,674578,[1 8 6 7 9 3 2 5 0 4]
3,1033811,[2 8 6 0 9 1 4 7 5 3]
4,1010737,[2 8 0 5 7 9 1 3 6 4]
5,2621324,[7 2 0 1 8 4 9 5 3 6]
6,3354922,[9 2 1 6 5 7 3 8 0 4]
7,1803249,[4 9 6 7 3 0 2 5 8 1]
8,2036300,[5 6 4 0 2 1 9 7 3 8]
9,1783250,[4 9 1 7 6 3 0 5 2 8]
10,219094,[0 6 4 5 2 8 9 7 1 3]
11,1882922,[5 1 7 6 2 0 3 8 4 9]
12,1879115,[5 1 6 8 9 2 3 7 4 0]
13,1807801,[4 9 7 5 8 0 1 2 6 3]
14,380912,[1 0 5 7 2 4 6 8 3 9]
15,3113329,[8 5 1 7 0 4 2 3 9 6]
16,367934,[1 0 3 2 4 5 8 7 6 9]
17,1191419,[3 2 6 4 8 5 1 9 7 0]
18,124455,[0 4 1 7 9 2 6 5 8 3]
19,1689864,[4 6 9 2 0 3 1 5 7 8]
20,3495947,[9 5 6 4 2 8 1 7 3 0]
21,1944178,[5 3 1 8 2 6 4 9 0 7]
22,1211751,[3 4 0 5 9 8 6 2 7 1]
23,792751,[2 1 7 4 0 5 6 3 9 8]
24,1509457,[4 1 5 6 3 9 0 2 8 7]
25,1097555,[3 0 2 8 5 4 6 9 7 1]
26,1827237,[5 0 3 6 8 9 7 2 4 1]
27,190397,[0 5 7 8 3 6 1 9 4 2]
28,1575780,[4 3 0 7 6 5 8 1 2 9]
29,385025,[1 0 6 4 8 5 7 9 3 2]
30,398987,[1 0 9 3 2 8 5 7 6 4]
31,3625910,[9 8 7 2 6 5 3 1 0 4]
32,1451341,[3 9 8 7 5 2 4 0 6 1]
33,2728699,[7 4 6 2 9 0 8 1 5 3]
34,442571,[1 2 9 7 6 0 4 8 5 3]
35,994858,[2 7 6 3 8 4 1 9 0 5]
36,1464587,[4 0 3 7 1 9 5 8 6 2]
37,2153972,[5 9 3 2 6 7 8 1 0 4]
38,3200863,[8 7 3 0 5 9 2 1 6 4]
39,3410480,[9 3 5 6 7 4 1 2 0 8]
40,3157746,[8 6 2 4 7 3 9 0 1 5]
41,2947396,[8 1 0 7 5 6 2 9 3 4]
42,3601833,[9 8 2 5 4 1 3 6 7 0]
43,1898912,[5 2 0 8 4 3 6 7 1 9]
44,3269306,[9 0 1 6 7 3 2 5 4 8]
45,1792401,[4 9 3 6 2 7 1 5 8 0]
46,455691,[1 3 4 5 9 6 0 7 8 2]
47,3491964,[9 5 4 7 8 3 2 0 1 6]
48,292234,[0 8 2 9 7 3 4 6 1 5]
49,2282410,[6 2 5 9 0 1 4 8 3 7]
50,2235504,[6 1 4 5 9 2 0 3 7 8]
51,504845,[1 4 6 2 3 0 5 9 8 7]
52,2203497,[6 0 7 2 4 5 3 8 9 1]
53,2147743,[5 9 2 0 8 7 3 1 6 4]
54,40498,[0 2 1 3 5 7 6 9 4 8]
55,892896,[2 5 1 3 0 9 4 6 7 8]
56,273148,[0 7 8 2 4 3 1 9 5 6]
57,3510628,[9 6 0 4 8 2 1 7 3 5]
58,3153155,[8 6 1 5 3 2 4 9 7 0]
59,3541982,[9 6 7 5 2 3 4 1 0 8]
60,794087,[2 1 7 5 9 3 8 6 4 0]
61,3164525,[8 6 3 9 1 0 2 7 5 4]
62,227468,[0 6 7 1 9 4 8 3 2 5]
63,1651274,[4 5 9 6 2 7 0 3 1 8]
64,1384262,[3 8 2 6 5 4 7 1 0 9]
65,221984,[0 6 5 1 3 9 4 7 2 8]
66,431581,[1 2 7 6 4 5 8 0 9 3]
67,2779216,[7 5 9 3 0 1 6 8 2 4]
68,1365229,[3 7 8 9 0 6 4 1 5 2]
69,3014855,[8 2 7 1 3 6 9 5 4 0]
70,1648741,[4 5 9 0 8 3 6 1 7 2]
71,1842763,[5 0 7 6 3 2 9 1 8 4]
72,1619357,[4 5 1 3 0 8 2 9 7 6]
73,342776,[0 9 5 1 2 6 4 7 3 8]
74,2160918,[5 9 4 7 1 6 2 0 3 8]
75,548550,[1 5 6 8 9 2 3 0 4 7]
76,1971145,[5 3 9 0 7 2 1 4 8 6]
77,2941639,[8 0 9 5 4 6 2 1 7 3]
78,1152246,[3 1 6 7 4 0 5 2 8 9]
79,3345856,[9 1 8 7 0 2 5 6 3 4]
80,641863,[1 7 9 3 4 8 2 0 6 5]
81,1964073,[5 3 7 6 9 1 2 4 8 0]
82,3526963,[9 6 3 7 4 1 8 0 5 2]
83,2922170,[8 0 4 7 5 3 1 6 2 9]
84,1778322,[4 9 0 7 8 2 6 1 3 5]
85,3522942,[9 6 2 8 7 5 1 0 3 4]
86,1422412,[3 9 2 1 6 5 0 8 4 7]
87,2932398,[8 0 6 7 5 4 2 1 3 9]
88,2688200,[7 3 6 2 5 8 1 4 0 9]
89,3178476,[8 6 7 4 3 1 5 0 2 9]
90,721709,[1 9 8 2 4 3 0 7 6 5]
91,1582760,[4 3 2 0 5 8 6 7 1 9]
92,2629618,[7 2 1 8 3 5 4 9 0 6]
93,3287681,[9 0 5 3 2 4 7 8 6 1]
94,2616392,[7 1 9 0 8 3 4 5 2 6]
95,3622022,[9 8 6 4 3 2 5 1 0 7]
96,2719927,[7 4 3 6 8 0 2 1 9 5]
97,1950559,[5 3 4 0 1 8 6 2 9 7]
98,514650,[1 4 8 0 7 6 9 2 3 5]
99,3047321,[8 3 5 6 2 1 7 9 4 0]
100,1360820,[3 7 8 0 1 2 9 5 4 6]
1,1305276,[3 6 2 9 8 1 5 0 4 7]
2,2126735,[5 8 6 9 4 3 7 2 1 0]
3,906180,[2 5 4 8 6 3 7 0 1 9]
4,633669,[1 7 6 8 0 4 9 3 5 2]
5,392740,[1 0 7 9 4 8 2 6 3 5]
6,2514289,[6 9 2 8 0 4 1 3 7 5]
7,1860721,[5 1 2 3 6 0 4 7 9 8]
8,3615625,[9 8 5 2 6 1 0 3 7 4]
9,3120748,[8 5 3 1 4 2 0 9 6 7]
10,2550551,[7 0 3 1 5 6 9 8 4 2]
11,960309,[2 6 8 4 7 3 9 1 5 0]
12,2358382,[6 4 3 9 5 0 8 7 1 2]
13,3436099,[9 4 1 7 3 0 8 2 6 5]
14,2900119,[7 9 8 2 6 4 1 0 5 3]
15,2458814,[6 7 9 8 0 1 4 3 2 5]
16,3266362,[9 0 1 2 6 7 4 8 3 5]
17,934099,[2 6 1 4 5 0 9 3 8 7]
18,3501752,[9 5 7 6 3 1 2 4 0 8]
19,1490120,[4 0 9 6 5 7 2 3 1 8]
20,2428373,[6 7 1 8 5 3 0 9 4 2]
21,1127983,[3 0 9 7 5 8 2 1 6 4]
22,91016,[0 3 4 1 6 7 5 8 2 9]
23,1815553,[5 0 1 3 7 8 2 4 9 6]
24,2293145,[6 2 8 9 7 3 4 5 1 0]
25,65981,[0 2 7 1 6 9 3 8 5 4]
26,2841946,[7 8 3 9 0 6 2 5 1 4]
27,1960477,[5 3 6 9 8 1 4 0 7 2]
28,1355184,[3 7 5 9 1 2 0 4 6 8]
29,2167697,[5 9 7 0 6 1 4 8 3 2]
30,1457424,[4 0 2 3 5 6 1 7 8 9]
31,20585,[0 1 6 2 7 5 8 9 4 3]
32,2426989,[6 7 1 4 8 9 3 0 5 2]
33,1733726,[4 7 9 8 6 3 2 1 0 5]
34,1985036,[5 4 1 8 9 7 6 2 0 3]
35,2965388,[8 1 5 3 6 4 9 2 0 7]
36,3466138,[9 4 8 6 0 3 2 7 1 5]
37,2620783,[7 1 9 8 6 5 2 0 4 3]
38,2288501,[6 2 8 0 4 9 1 7 5 3]
39,1385581,[3 8 2 9 4 5 6 0 7 1]
40,1008653,[2 8 0 1 9 5 3 7 6 4]
41,3190492,[8 7 1 0 3 5 2 9 4 6]
42,2945574,[8 1 0 5 2 6 4 3 7 9]
43,3196252,[8 7 2 1 3 5 0 9 4 6]
44,627925,[1 7 5 6 0 8 4 2 9 3]
45,3390201,[9 3 0 6 5 7 2 4 8 1]
46,2853179,[7 8 6 0 5 3 2 9 4 1]
47,2822320,[7 6 9 8 5 1 3 4 0 2]
48,387561,[1 0 6 9 3 7 4 5 8 2]
49,157577,[0 4 9 2 8 1 6 7 5 3]
50,355659,[0 9 7 4 8 6 1 3 5 2]
51,1785828,[4 9 2 3 1 8 6 0 5 7]
52,2077607,[5 7 4 1 6 2 9 8 3 0]
