40%,Optima 1, Optima [1]
 ,421,[0 4 3 5 1 6 2]
------------------------------------------------
#,Optima 1, Optima [1]
1,1328,[1 6 0 3 4 2 5]
2,1368,[1 6 3 0 2 4 5]
3,917,[1 2 5 0 6 4 3]
4,1747,[2 3 4 6 0 5 1]
5,991,[1 3 2 4 0 6 5]
6,676,[0 6 4 1 5 2 3]
7,1762,[2 3 5 1 6 0 4]
8,1017,[1 3 4 2 5 6 0]
9,2097,[2 6 3 1 4 5 0]
10,477,[0 4 6 5 2 3 1]
11,1735,[2 3 4 1 0 6 5]
12,894,[1 2 4 3 0 5 6]
13,933,[1 2 5 6 3 4 0]
14,1641,[2 1 5 3 4 6 0]
15,1623,[2 1 4 5 3 6 0]
16,930,[1 2 5 6 0 3 4]
17,527,[0 5 2 6 4 3 1]
18,981,[1 3 0 6 4 5 2]
19,1028,[1 3 4 6 2 0 5]
20,2126,[2 6 4 3 1 0 5]
21,1479,[2 0 3 5 4 6 1]
22,631,[0 6 2 3 1 5 4]
23,262,[0 3 1 6 5 2 4]
24,1917,[2 4 6 5 1 3 0]
25,1114,[1 4 2 3 6 0 5]
26,2055,[2 6 0 4 3 5 1]
27,1118,[1 4 2 5 3 0 6]
28,1972,[2 5 3 0 6 1 4]
29,1513,[2 0 5 1 3 6 4]
30,1941,[2 5 0 6 3 4 1]
31,2157,[2 6 5 4 1 3 0]
32,1307,[1 5 6 2 4 3 0]
33,2013,[2 5 4 6 1 3 0]
34,898,[1 2 4 3 6 0 5]
35,835,[1 0 6 5 2 4 3]
36,784,[1 0 4 5 6 2 3]
37,1201,[1 5 0 2 3 6 4]
38,1350,[1 6 2 3 0 4 5]
39,379,[0 4 1 6 2 5 3]
40,760,[1 0 3 5 6 2 4]
41,314,[0 3 5 1 4 2 6]
42,1625,[2 1 4 5 6 3 0]
43,2003,[2 5 4 1 6 3 0]
44,959,[1 2 6 5 4 3 0]
45,2042,[2 6 0 1 4 3 5]
46,1471,[2 0 3 4 1 6 5]
47,1258,[1 5 3 2 6 0 4]
48,2244,[3 0 5 4 1 2 6]
49,2238,[3 0 5 2 1 4 6]
50,774,[1 0 4 3 2 5 6]
51,1032,[1 3 5 0 2 4 6]
52,1740,[2 3 4 5 0 1 6]
53,933,[1 2 5 6 3 4 0]
54,1993,[2 5 4 0 1 6 3]
55,906,[1 2 4 6 0 3 5]
56,950,[1 2 6 4 3 0 5]
57,1209,[1 5 0 3 4 6 2]
58,1268,[1 5 3 6 2 0 4]
59,885,[1 2 3 6 4 5 0]
60,1205,[1 5 0 2 6 4 3]
61,1826,[2 4 1 0 5 3 6]
62,2059,[2 6 0 5 1 4 3]
63,1772,[2 3 5 6 1 0 4]
64,265,[0 3 2 1 4 6 5]
65,589,[0 5 6 3 1 4 2]
66,681,[0 6 4 2 3 5 1]
67,1150,[1 4 3 6 5 0 2]
68,387,[0 4 2 1 5 6 3]
69,1059,[1 3 6 0 4 5 2]
70,1091,[1 4 0 3 6 5 2]
71,1998,[2 5 4 1 0 3 6]
72,1445,[2 0 1 3 6 5 4]
73,939,[1 2 6 0 4 5 3]
74,520,[0 5 2 4 6 1 3]
75,2018,[2 5 6 0 3 1 4]
76,2123,[2 6 4 1 5 3 0]
77,896,[1 2 4 3 5 0 6]
78,1721,[2 3 1 5 6 4 0]
79,2144,[2 6 5 1 3 0 4]
80,1911,[2 4 6 3 1 5 0]
81,1049,[1 3 5 4 6 2 0]
82,1143,[1 4 3 5 2 6 0]
83,2002,[2 5 4 1 6 0 3]
84,991,[1 3 2 4 0 6 5]
85,1161,[1 4 5 2 3 6 0]
86,669,[0 6 3 5 2 4 1]
87,627,[0 6 2 1 4 5 3]
88,402,[0 4 2 6 1 3 5]
89,2261,[3 0 6 1 5 4 2]
90,2153,[2 6 5 3 4 1 0]
91,1844,[2 4 1 6 3 0 5]
92,2202,[3 0 2 6 1 4 5]
93,718,[0 6 5 4 3 1 2]
94,1358,[1 6 2 4 3 0 5]
95,1202,[1 5 0 2 4 3 6]
96,570,[0 5 4 6 1 2 3]
97,2121,[2 6 4 1 3 5 0]
98,1847,[2 4 1 6 5 3 0]
99,623,[0 6 1 5 4 3 2]
100,1614,[2 1 4 3 0 5 6]
1,574,[0 5 4 6 3 1 2]
2,1223,[1 5 0 6 4 3 2]
3,1438,[1 6 5 4 3 0 2]
4,1400,[1 6 4 2 3 0 5]
5,1045,[1 3 5 4 0 6 2]
6,1855,[2 4 3 1 0 6 5]
7,1054,[1 3 5 6 4 0 2]
8,665,[0 6 3 4 5 2 1]
9,2244,[3 0 5 4 1 2 6]
10,1052,[1 3 5 6 2 0 4]
11,368,[0 4 1 3 5 2 6]
12,1756,[2 3 5 0 6 1 4]
13,1393,[1 6 4 0 2 5 3]
14,1243,[1 5 2 6 0 4 3]
15,266,[0 3 2 1 5 4 6]
16,936,[1 2 6 0 3 4 5]
17,365,[0 4 1 2 6 5 3]
18,1034,[1 3 5 0 4 2 6]
19,1516,[2 0 5 1 6 3 4]
20,2188,[3 0 2 1 6 4 5]
21,368,[0 4 1 3 5 2 6]
22,1131,[1 4 3 0 5 6 2]
23,379,[0 4 1 6 2 5 3]
24,1174,[1 4 5 6 3 0 2]
25,1516,[2 0 5 1 6 3 4]
26,2065,[2 6 1 0 3 5 4]
27,980,[1 3 0 6 4 2 5]
28,1849,[2 4 3 0 1 6 5]
29,1587,[2 1 3 0 5 6 4]
30,1700,[2 3 0 6 4 1 5]
31,419,[0 4 3 2 6 5 1]
32,1318,[1 5 6 4 3 0 2]
33,1350,[1 6 2 3 0 4 5]
34,782,[1 0 4 5 3 2 6]
35,1590,[2 1 3 4 0 5 6]
36,2095,[2 6 3 1 0 5 4]
37,1973,[2 5 3 0 6 4 1]
38,855,[1 2 0 5 4 6 3]
39,2214,[3 0 4 2 1 5 6]
40,1575,[2 1 0 5 4 6 3]
41,1884,[2 4 5 3 0 1 6]
42,2230,[3 0 4 6 5 1 2]
43,377,[0 4 1 5 6 3 2]
44,1461,[2 0 1 6 4 5 3]
45,2100,[2 6 3 4 0 1 5]
46,334,[0 3 5 6 4 1 2]
47,1061,[1 3 6 0 5 4 2]
48,1743,[2 3 4 5 1 6 0]
49,1203,[1 5 0 2 4 6 3]
50,518,[0 5 2 4 3 1 6]
51,514,[0 5 2 3 6 1 4]
52,1340,[1 6 0 5 3 2 4]
53,584,[0 5 6 2 3 1 4]
54,703,[0 6 5 2 1 4 3]
55,1560,[2 1 0 3 4 5 6]
56,1712,[2 3 1 4 5 0 6]
57,1180,[1 4 6 0 5 2 3]
58,517,[0 5 2 4 1 6 3]
59,2152,[2 6 5 3 4 0 1]
60,1249,[1 5 3 0 2 6 4]
61,1128,[1 4 3 0 2 5 6]
62,1473,[2 0 3 4 5 6 1]
63,1347,[1 6 2 0 4 5 3]
64,797,[1 0 5 2 6 4 3]
65,1050,[1 3 5 6 0 2 4]
66,1256,[1 5 3 2 4 0 6]
67,659,[0 6 3 2 5 4 1]
68,863,[1 2 0 6 5 4 3]
69,1921,[2 5 0 1 3 6 4]
70,581,[0 5 6 1 4 3 2]
71,1232,[1 5 2 3 4 0 6]
72,1723,[2 3 1 6 0 5 4]
73,1088,[1 4 0 3 5 2 6]
74,2210,[3 0 4 1 5 2 6]
75,557,[0 5 4 1 6 3 2]
76,329,[0 3 5 4 6 2 1]
77,1086,[1 4 0 3 2 5 6]
78,1102,[1 4 0 6 5 2 3]
79,1342,[1 6 0 5 4 2 3]
80,1428,[1 6 5 3 0 2 4]
81,1256,[1 5 3 2 4 0 6]
82,1505,[2 0 4 5 6 3 1]
83,899,[1 2 4 3 6 5 0]
84,1321,[1 6 0 2 3 5 4]
85,1439,[1 6 5 4 3 2 0]
86,1183,[1 4 6 2 0 5 3]
87,987,[1 3 2 0 5 6 4]
88,899,[1 2 4 3 6 5 0]
89,1491,[2 0 4 1 5 6 3]
90,2147,[2 6 5 1 4 3 0]
91,1167,[1 4 5 3 2 6 0]
92,1709,[2 3 1 0 6 5 4]
93,971,[1 3 0 4 6 5 2]
94,1218,[1 5 0 6 2 3 4]
95,699,[0 6 5 1 3 4 2]
96,663,[0 6 3 4 2 5 1]
97,1136,[1 4 3 2 5 0 6]
98,1769,[2 3 5 4 6 1 0]
99,664,[0 6 3 4 5 1 2]
100,1097,[1 4 0 5 6 3 2]
1,1950,[2 5 1 3 0 4 6]
2,451,[0 4 5 6 1 3 2]
3,2090,[2 6 3 0 4 1 5]
4,874,[1 2 3 4 6 0 5]
5,1555,[2 0 6 5 1 4 3]
6,1059,[1 3 6 0 4 5 2]
7,505,[0 5 2 1 3 6 4]
8,642,[0 6 2 5 1 3 4]
9,275,[0 3 2 4 6 5 1]
10,1468,[2 0 3 1 6 4 5]
11,878,[1 2 3 5 4 0 6]
12,343,[0 3 6 2 1 5 4]
13,1443,[2 0 1 3 5 6 4]
14,976,[1 3 0 5 6 2 4]
15,2262,[3 0 6 2 1 4 5]
16,1892,[2 4 5 6 1 0 3]
17,827,[1 0 6 3 5 4 2]
18,396,[0 4 2 5 1 3 6]
19,1626,[2 1 4 6 0 3 5]
20,2135,[2 6 4 5 3 1 0]
21,521,[0 5 2 4 6 3 1]
22,2028,[2 5 6 3 0 1 4]
23,1641,[2 1 5 3 4 6 0]
24,2043,[2 6 0 1 4 5 3]
25,1682,[2 3 0 1 5 4 6]
26,1791,[2 3 6 4 1 5 0]
27,1004,[1 3 2 6 4 0 5]
28,2139,[2 6 5 0 3 4 1]
29,1763,[2 3 5 1 6 4 0]
30,2163,[3 0 1 2 5 6 4]
31,1478,[2 0 3 5 4 1 6]
32,1586,[2 1 3 0 5 4 6]
33,690,[0 6 4 5 1 2 3]
34,498,[0 5 1 6 2 3 4]
35,1747,[2 3 4 6 0 5 1]
36,1057,[1 3 6 0 2 5 4]
37,1683,[2 3 0 1 5 6 4]
38,397,[0 4 2 5 1 6 3]
39,2035,[2 5 6 4 0 3 1]
40,632,[0 6 2 3 4 1 5]
41,931,[1 2 5 6 0 4 3]
42,597,[0 5 6 4 2 3 1]
43,753,[1 0 3 4 5 6 2]
44,398,[0 4 2 5 3 1 6]
45,1522,[2 0 5 3 6 1 4]
46,1089,[1 4 0 3 5 6 2]
47,518,[0 5 2 4 3 1 6]
48,2263,[3 0 6 2 1 5 4]
49,1224,[1 5 2 0 3 4 6]
50,1075,[1 3 6 5 0 4 2]
51,2105,[2 6 3 4 5 1 0]
52,1110,[1 4 2 3 0 5 6]
53,279,[0 3 2 5 4 6 1]
54,798,[1 0 5 3 2 4 6]
55,828,[1 0 6 4 2 3 5]
56,2190,[3 0 2 4 1 5 6]
57,1078,[1 3 6 5 4 0 2]
58,374,[0 4 1 5 3 2 6]
59,1460,[2 0 1 6 4 3 5]
60,2032,[2 5 6 3 4 0 1]
61,366,[0 4 1 3 2 5 6]
62,635,[0 6 2 3 5 4 1]
63,1147,[1 4 3 6 0 5 2]
64,505,[0 5 2 1 3 6 4]
65,2258,[3 0 6 1 4 2 5]
66,1560,[2 1 0 3 4 5 6]
67,1909,[2 4 6 3 0 5 1]
68,1198,[1 4 6 5 3 0 2]
69,1497,[2 0 4 3 5 6 1]
70,1457,[2 0 1 5 6 4 3]
71,462,[0 4 6 2 1 3 5]
72,802,[1 0 5 3 6 2 4]
