2%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4],Optima 5, Optima [5],Optima 6, Optima [6],Optima 7, Optima [7],Optima 8, Optima [8],Optima 9, Optima [9],Optima 10, Optima [10]
 ,129000,[0 4 2 7 3 1 5 6 8 9],135650,[0 4 3 9 5 6 1 7 2 8],486002,[1 4 0 6 2 3 5 8 7 9],324738,[0 9 1 5 2 3 8 4 6 7],1120434,[3 0 8 4 1 9 7 2 5 6],1699998,[4 7 1 3 0 8 5 2 6 9],2117037,[5 8 4 0 2 9 7 3 6 1],1406637,[3 8 9 0 5 7 6 2 4 1],1204758,[3 2 9 0 4 7 5 1 6 8],258085,[0 7 4 2 5 8 6 1 9 3]
------------------------------------------------
#,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4],Optima 5, Optima [5],Optima 6, Optima [6],Optima 7, Optima [7],Optima 8, Optima [8],Optima 9, Optima [9],Optima 10, Optima [10]
1,197377,[0 5 9 2 1 8 3 4 7 6],197776,[0 5 9 2 7 1 6 8 3 4],513623,[1 4 7 9 3 0 8 6 5 2],350672,[0 9 6 5 1 3 4 7 2 8],1151535,[3 1 6 5 4 0 8 7 9 2],1670258,[4 6 3 2 8 9 0 5 1 7],2085513,[5 7 6 8 3 1 2 4 9 0],1428449,[3 9 4 2 8 6 5 7 1 0],1216493,[3 4 1 5 7 6 0 9 8 2],279151,[0 7 9 3 6 2 4 1 8 5]
2,177556,[0 5 4 2 7 8 1 9 3 6],185338,[0 5 6 8 3 4 2 9 1 7],496094,[1 4 3 6 0 2 8 7 5 9],354310,[0 9 7 3 1 5 8 6 2 4],1108505,[3 0 5 9 6 4 7 8 2 1],1712387,[4 7 3 8 1 9 2 6 5 0],2139524,[5 9 0 4 6 2 8 3 1 7],1406240,[3 8 9 0 1 6 4 5 2 7],1199568,[3 2 8 0 1 6 4 5 7 9],255457,[0 7 3 6 8 9 1 2 5 4]
3,134026,[0 4 3 7 1 9 5 8 2 6],177477,[0 5 4 2 6 9 8 3 7 1],541207,[1 5 4 3 8 0 6 2 9 7],384987,[1 0 6 4 8 3 2 7 9 5],1149502,[3 1 6 0 7 2 9 8 4 5],1688318,[4 6 8 9 7 1 3 2 0 5],2126739,[5 8 6 9 4 7 0 2 3 1],1381380,[3 8 2 0 6 5 7 1 4 9],1237059,[3 4 7 5 0 9 1 6 8 2],263797,[0 7 5 3 4 2 8 1 9 6]
4,143587,[0 4 6 5 3 7 9 1 8 2],159936,[0 4 9 7 1 8 2 3 5 6],518998,[1 4 8 9 6 7 5 3 0 2],339366,[0 9 4 3 5 1 6 2 7 8],1116158,[3 0 7 5 2 4 8 6 1 9],1716511,[4 7 5 6 0 2 3 1 9 8],2075952,[5 7 3 9 1 6 0 2 4 8],1444283,[3 9 7 4 8 5 1 6 2 0],1234646,[3 4 6 9 7 5 2 1 0 8],310333,[0 8 6 5 1 2 7 3 9 4]
5,188776,[0 5 7 4 2 1 8 9 3 6],140389,[0 4 5 8 9 7 3 1 6 2],508502,[1 4 6 9 2 5 7 3 0 8],376396,[1 0 4 7 8 6 2 9 3 5],1129641,[3 1 0 2 9 7 5 6 8 4],1713991,[4 7 5 0 6 2 3 1 9 8],2138330,[5 9 0 2 8 4 1 6 3 7],1434237,[3 9 5 4 8 7 6 1 2 0],1183985,[3 2 4 9 5 6 7 8 1 0],315345,[0 8 7 4 9 6 2 3 5 1]
6,151227,[0 4 8 1 2 5 3 7 9 6],161398,[0 5 1 2 3 9 8 7 4 6],535710,[1 5 3 4 0 6 7 2 8 9],366248,[1 0 2 7 8 3 5 6 4 9],1106729,[3 0 5 7 1 8 6 9 4 2],1723099,[4 7 6 9 1 0 8 2 5 3],2088596,[5 7 8 2 6 9 4 1 0 3],1428361,[3 9 4 2 8 0 1 5 7 6],1218038,[3 4 1 7 8 2 6 5 0 9],256832,[0 7 3 9 6 2 4 5 1 8]
7,175269,[0 5 3 8 4 6 9 2 7 1],190246,[0 5 7 8 2 3 9 6 1 4],543636,[1 5 4 9 0 3 7 2 6 8],357218,[0 9 7 8 1 6 2 4 3 5],1153555,[3 1 6 9 0 8 7 2 5 4],1687257,[4 6 8 7 2 3 1 5 9 0],2143491,[5 9 1 3 0 6 2 7 8 4],1437926,[3 9 6 2 0 7 5 4 1 8],1213971,[3 4 0 9 1 6 2 7 8 5],272888,[0 7 8 2 1 3 5 6 4 9]
8,145808,[0 4 6 9 5 1 3 7 2 8],194638,[0 5 8 6 2 9 7 4 1 3],525743,[1 5 0 4 3 2 9 8 7 6],367638,[1 0 2 9 6 7 4 3 5 8],1144695,[3 1 5 0 9 2 7 6 8 4],1696134,[4 7 0 5 8 3 2 1 6 9],2122604,[5 8 6 1 0 3 9 4 2 7],1413476,[3 9 0 5 1 8 7 4 2 6],1210073,[3 4 0 1 7 9 6 8 5 2],273572,[0 7 8 2 9 5 6 3 1 4]
9,172913,[0 5 3 4 1 9 7 8 6 2],199842,[0 5 9 6 4 2 8 1 3 7],492695,[1 4 2 8 3 7 9 6 5 0],375942,[1 0 4 7 2 9 5 3 6 8],1107946,[3 0 5 8 7 9 2 6 1 4],1716589,[4 7 5 6 0 9 3 1 8 2],2099166,[5 8 0 4 6 1 3 2 7 9],1404389,[3 8 7 5 4 1 0 9 6 2],1213455,[3 4 0 8 5 1 7 6 9 2],325078,[0 9 1 5 4 8 7 6 2 3]
10,193310,[0 5 8 3 4 9 6 2 1 7],133379,[0 4 3 6 2 7 5 9 8 1],510900,[1 4 7 3 6 5 8 0 2 9],329220,[0 9 2 4 3 6 7 1 5 8],1131259,[3 1 0 6 4 2 9 5 8 7],1678165,[4 6 5 9 7 3 2 0 8 1],2102219,[5 8 1 0 7 4 3 9 6 2],1426599,[3 9 4 0 5 2 7 6 8 1],1184870,[3 2 5 0 7 9 6 4 1 8],272260,[0 7 8 1 2 9 3 6 4 5]
11,132026,[0 4 3 2 6 5 1 8 7 9],185374,[0 5 6 8 3 7 9 4 1 2],508833,[1 4 6 9 7 2 3 5 8 0],324692,[0 9 1 4 8 6 7 3 2 5],1168545,[3 1 9 7 8 6 2 4 5 0],1733658,[4 7 9 8 6 0 5 1 2 3],2105323,[5 8 1 7 0 3 9 2 6 4],1449500,[3 9 8 5 1 0 7 4 2 6],1251089,[3 5 0 2 7 8 6 9 4 1],317524,[0 8 9 1 2 3 4 7 5 6]
12,194342,[0 5 8 4 9 3 6 2 1 7],166124,[0 5 1 9 7 3 8 4 2 6],541280,[1 5 4 3 8 7 2 6 0 9],383336,[1 0 6 2 5 7 4 8 3 9],1105358,[3 0 5 4 2 6 8 7 1 9],1680367,[4 6 7 2 9 0 3 1 8 5],2141453,[5 9 0 8 2 4 1 7 6 3],1417911,[3 9 1 4 2 8 6 5 7 0],1239265,[3 4 7 9 1 2 0 5 8 6],298787,[0 8 4 2 9 7 3 6 5 1]
13,156478,[0 4 9 1 3 8 7 6 2 5],176493,[0 5 4 1 2 8 9 6 7 3],477709,[1 3 8 7 4 9 5 0 6 2],328638,[0 9 2 3 5 7 4 1 6 8],1134712,[3 1 2 0 9 8 6 7 4 5],1702608,[4 7 1 8 6 3 0 2 5 9],2136929,[5 8 9 7 6 3 2 4 1 0],1431132,[3 9 4 8 6 0 5 1 2 7],1252732,[3 5 0 6 9 4 1 8 2 7],301588,[0 8 4 7 9 2 1 6 3 5]
14,136982,[0 4 5 2 3 7 8 6 1 9],194120,[0 5 8 4 6 7 2 3 1 9],535880,[1 5 3 4 2 8 6 7 0 9],375435,[1 0 4 6 5 8 2 7 9 3],1160186,[3 1 8 2 5 4 0 7 6 9],1675907,[4 6 5 3 7 9 1 8 2 0],2089054,[5 7 8 3 2 6 9 4 0 1],1431335,[3 9 4 8 7 5 6 2 1 0],1218714,[3 4 1 8 6 9 7 0 2 5],268573,[0 7 6 3 1 2 8 4 9 5]
15,164365,[0 5 1 7 3 8 6 2 9 4],146835,[0 4 7 1 9 6 2 5 8 3],511186,[1 4 7 3 9 8 2 6 0 5],337464,[0 9 3 8 6 2 1 4 5 7],1111054,[3 0 6 5 1 8 9 7 2 4],1714539,[4 7 5 1 2 9 0 6 8 3],2074742,[5 7 3 6 4 2 8 1 0 9],1397479,[3 8 6 1 9 5 2 0 7 4],1209713,[3 4 0 1 2 9 7 8 6 5],260349,[0 7 4 6 5 3 9 2 8 1]
16,195888,[0 5 8 9 1 4 2 3 6 7],205184,[0 6 1 7 9 8 3 4 2 5],506828,[1 4 6 5 9 3 8 2 0 7],362014,[0 9 8 6 5 4 7 3 1 2],1157164,[3 1 7 6 2 0 4 9 5 8],1707914,[4 7 2 9 0 6 1 5 3 8],2145763,[5 9 1 7 2 3 8 0 6 4],1393722,[3 8 5 4 7 1 9 0 2 6],1209920,[3 4 0 1 6 8 5 7 2 9],255000,[0 7 3 6 2 1 4 5 8 9]
17,132740,[0 4 3 5 6 1 9 7 2 8],178430,[0 5 4 3 8 9 6 2 1 7],488932,[1 4 2 0 3 7 5 9 6 8],366855,[1 0 2 8 6 3 7 5 9 4],1140340,[3 1 4 2 8 9 0 7 5 6],1694187,[4 7 0 2 1 5 3 8 9 6],2085007,[5 7 6 4 9 0 2 1 8 3],1431528,[3 9 5 0 2 6 1 4 7 8],1250434,[3 5 0 1 8 4 6 9 2 7],312418,[0 8 6 9 7 3 2 5 1 4]
18,129881,[0 4 2 8 5 3 7 9 6 1],182155,[0 5 6 1 9 8 7 2 4 3],506439,[1 4 6 5 3 2 8 7 9 0],340130,[0 9 4 5 3 6 1 7 2 8],1143214,[3 1 4 8 7 6 9 5 0 2],1731613,[4 7 9 5 0 1 6 2 8 3],2077566,[5 7 4 1 6 0 3 2 8 9],1439507,[3 9 6 5 1 8 2 7 4 0],1213733,[3 4 0 8 7 5 1 9 6 2],293597,[0 8 3 2 7 6 1 9 5 4]
