99%,Optima 1, Optima [1]
 ,421,[0 4 3 5 1 6 2]
------------------------------------------------
#,Optima 1, Optima [1]
1,382,[0 4 1 6 5 2 3]
2,93,[0 1 5 6 3 4 2]
3,1562,[2 1 0 3 5 4 6]
4,930,[1 2 5 6 0 3 4]
5,888,[1 2 4 0 3 5 6]
6,4776,[6 3 5 0 1 2 4]
7,897,[1 2 4 3 5 6 0]
8,4055,[5 3 4 6 2 1 0]
9,207,[0 2 5 4 3 6 1]
10,4536,[6 1 5 0 2 3 4]
11,4457,[6 1 0 4 5 3 2]
12,2469,[3 2 4 6 1 5 0]
13,1782,[2 3 6 1 0 4 5]
14,535,[0 5 3 2 1 6 4]
15,1545,[2 0 6 3 4 5 1]
16,2375,[3 1 5 6 4 2 0]
17,3141,[4 2 0 6 3 5 1]
18,718,[0 6 5 4 3 1 2]
19,746,[1 0 3 2 5 4 6]
20,4981,[6 5 2 3 0 4 1]
21,1012,[1 3 4 0 6 2 5]
22,4886,[6 4 3 2 1 0 5]
23,1269,[1 5 3 6 2 4 0]
24,1272,[1 5 4 0 2 3 6]
25,633,[0 6 2 3 4 5 1]
26,3678,[5 0 4 2 1 3 6]
27,2382,[3 1 6 2 0 4 5]
28,3131,[4 2 0 3 6 5 1]
29,580,[0 5 6 1 4 2 3]
30,205,[0 2 5 4 1 6 3]
31,2281,[3 1 0 2 4 6 5]
32,47,[0 1 3 6 5 4 2]
33,4484,[6 1 2 5 3 0 4]
34,1999,[2 5 4 1 0 6 3]
35,2615,[3 4 5 6 2 1 0]
36,2455,[3 2 4 1 0 6 5]
37,2219,[3 0 4 2 6 5 1]
38,2996,[4 0 6 5 2 1 3]
39,702,[0 6 5 2 1 3 4]
40,1009,[1 3 4 0 2 6 5]
41,2892,[4 0 1 5 2 3 6]
42,592,[0 5 6 3 4 1 2]
43,4395,[6 0 4 1 3 5 2]
44,1143,[1 4 3 5 2 6 0]
45,4269,[5 6 2 4 1 3 0]
46,4257,[5 6 2 1 3 4 0]
47,3966,[5 3 0 2 1 4 6]
48,4286,[5 6 3 2 1 0 4]
49,4222,[5 6 0 4 3 1 2]
50,1008,[1 3 4 0 2 5 6]
51,3870,[5 2 1 3 0 4 6]
52,2216,[3 0 4 2 5 1 6]
53,4156,[5 4 3 0 6 1 2]
54,2712,[3 5 4 0 1 2 6]
55,4478,[6 1 2 4 3 0 5]
56,275,[0 3 2 4 6 5 1]
57,4057,[5 3 6 0 1 4 2]
58,132,[0 2 1 5 3 4 6]
59,125,[0 2 1 3 6 5 4]
60,2203,[3 0 2 6 1 5 4]
61,2399,[3 1 6 5 4 2 0]
62,2760,[3 6 0 1 2 4 5]
63,3479,[4 5 6 3 2 1 0]
64,4991,[6 5 2 4 3 1 0]
65,2260,[3 0 6 1 5 2 4]
66,4083,[5 4 0 1 3 6 2]
67,2978,[4 0 6 1 3 2 5]
68,4776,[6 3 5 0 1 2 4]
69,2914,[4 0 2 3 6 1 5]
70,4084,[5 4 0 1 6 2 3]
71,265,[0 3 2 1 4 6 5]
72,276,[0 3 2 5 1 4 6]
73,406,[0 4 2 6 5 1 3]
74,4731,[6 3 2 0 4 5 1]
75,2093,[2 6 3 0 5 4 1]
76,425,[0 4 3 5 6 2 1]
77,496,[0 5 1 4 6 2 3]
78,295,[0 3 4 2 1 6 5]
79,1997,[2 5 4 0 6 3 1]
80,1369,[1 6 3 0 2 5 4]
81,4705,[6 3 1 0 2 5 4]
82,3090,[4 1 5 6 0 2 3]
83,3902,[5 2 3 4 1 0 6]
84,4565,[6 2 0 1 5 4 3]
85,1345,[1 6 2 0 3 5 4]
86,357,[0 3 6 5 2 4 1]
87,1217,[1 5 0 4 6 3 2]
88,1777,[2 3 6 0 1 5 4]
89,2515,[3 2 6 5 0 4 1]
90,2468,[3 2 4 6 1 0 5]
91,3391,[4 5 1 2 0 6 3]
92,1929,[2 5 0 3 4 6 1]
93,2699,[3 5 2 1 6 4 0]
94,3492,[4 6 0 3 1 2 5]
95,3604,[5 0 1 2 6 3 4]
96,289,[0 3 4 1 2 6 5]
97,2106,[2 6 3 5 0 1 4]
98,4397,[6 0 4 1 5 3 2]
99,3876,[5 2 1 4 0 3 6]
100,235,[0 2 6 5 1 4 3]
1,1284,[1 5 4 3 0 2 6]
2,4184,[5 4 6 1 2 0 3]
3,1376,[1 6 3 2 4 0 5]
4,284,[0 3 2 6 4 1 5]
5,852,[1 2 0 5 3 4 6]
6,3725,[5 1 0 2 6 4 3]
7,2201,[3 0 2 5 6 4 1]
8,4418,[6 0 5 1 3 2 4]
9,623,[0 6 1 5 4 3 2]
10,4058,[5 3 6 0 2 1 4]
11,4649,[6 2 4 3 5 1 0]
12,3931,[5 2 4 6 0 3 1]
13,3291,[4 3 2 0 5 6 1]
14,3925,[5 2 4 3 0 6 1]
15,2492,[3 2 5 6 1 0 4]
16,4302,[5 6 4 1 0 2 3]
17,3851,[5 2 0 3 6 4 1]
18,3907,[5 2 3 6 0 4 1]
19,3651,[5 0 3 1 4 6 2]
20,2195,[3 0 2 4 6 5 1]
21,2870,[3 6 5 2 1 0 4]
22,1206,[1 5 0 3 2 4 6]
23,2266,[3 0 6 2 5 1 4]
24,450,[0 4 5 6 1 2 3]
25,698,[0 6 5 1 3 2 4]
26,3225,[4 2 6 1 3 5 0]
27,2444,[3 2 1 6 4 0 5]
28,1521,[2 0 5 3 4 6 1]
29,1132,[1 4 3 0 6 2 5]
30,1960,[2 5 1 4 6 0 3]
31,3312,[4 3 5 0 1 2 6]
32,1092,[1 4 0 5 2 3 6]
33,1248,[1 5 3 0 2 4 6]
34,1810,[2 4 0 3 6 1 5]
35,336,[0 3 6 1 2 4 5]
36,526,[0 5 2 6 4 1 3]
37,1718,[2 3 1 5 4 0 6]
38,3764,[5 1 2 6 3 0 4]
39,3718,[5 0 6 4 3 1 2]
40,2613,[3 4 5 6 1 2 0]
41,2862,[3 6 5 1 0 2 4]
42,1792,[2 3 6 4 5 0 1]
43,1158,[1 4 5 2 0 3 6]
44,3450,[4 5 3 6 0 1 2]
45,2812,[3 6 2 0 5 1 4]
46,4453,[6 1 0 4 2 5 3]
47,3631,[5 0 2 3 1 6 4]
48,3767,[5 1 2 6 4 3 0]
49,1005,[1 3 2 6 4 5 0]
50,4295,[5 6 3 4 2 1 0]
51,1280,[1 5 4 2 3 0 6]
52,3193,[4 2 5 0 1 6 3]
53,751,[1 0 3 4 2 6 5]
54,1686,[2 3 0 4 1 5 6]
55,2315,[3 1 2 4 6 5 0]
56,344,[0 3 6 2 4 1 5]
57,1922,[2 5 0 1 4 3 6]
58,931,[1 2 5 6 0 4 3]
59,4438,[6 0 5 4 3 1 2]
60,2621,[3 4 6 0 5 2 1]
61,1286,[1 5 4 3 2 0 6]
62,684,[0 6 4 3 1 2 5]
63,3291,[4 3 2 0 5 6 1]
64,3657,[5 0 3 2 4 6 1]
65,750,[1 0 3 4 2 5 6]
66,3562,[4 6 3 1 5 0 2]
67,2688,[3 5 2 0 1 4 6]
68,1486,[2 0 3 6 5 1 4]
69,3840,[5 2 0 1 3 4 6]
70,1970,[2 5 3 0 4 1 6]
71,2588,[3 4 2 6 1 0 5]
72,335,[0 3 5 6 4 2 1]
73,232,[0 2 6 4 5 1 3]
74,1043,[1 3 5 2 6 4 0]
75,4326,[6 0 1 3 2 4 5]
76,1082,[1 4 0 2 5 3 6]
77,374,[0 4 1 5 3 2 6]
78,3809,[5 1 4 3 6 2 0]
79,2631,[3 4 6 2 1 5 0]
80,1238,[1 5 2 4 3 0 6]
81,4587,[6 2 1 0 4 5 3]
82,3671,[5 0 3 6 4 2 1]
83,520,[0 5 2 4 6 1 3]
84,1830,[2 4 1 3 0 5 6]
85,685,[0 6 4 3 1 5 2]
86,302,[0 3 4 5 2 1 6]
87,80,[0 1 5 3 4 2 6]
88,4555,[6 1 5 4 0 3 2]
89,4489,[6 1 3 0 2 5 4]
90,413,[0 4 3 1 6 5 2]
91,3598,[4 6 5 3 2 0 1]
92,792,[1 0 5 2 3 4 6]
93,4319,[5 6 4 3 2 1 0]
94,1102,[1 4 0 6 5 2 3]
95,1332,[1 6 0 4 2 3 5]
96,2183,[3 0 1 6 5 4 2]
97,3495,[4 6 0 3 2 5 1]
98,2495,[3 2 5 6 4 1 0]
99,2704,[3 5 2 4 6 0 1]
100,4244,[5 6 1 4 2 0 3]
1,1770,[2 3 5 6 0 1 4]
2,2150,[2 6 5 3 1 0 4]
3,4921,[6 5 0 1 2 4 3]
4,4029,[5 3 2 6 1 4 0]
5,1712,[2 3 1 4 5 0 6]
6,1194,[1 4 6 5 0 2 3]
7,3003,[4 1 0 2 5 6 3]
8,4701,[6 3 0 5 2 4 1]
9,2353,[3 1 5 0 2 6 4]
10,1237,[1 5 2 4 0 6 3]
11,391,[0 4 2 3 1 6 5]
12,3106,[4 1 6 2 5 0 3]
13,3294,[4 3 2 1 0 5 6]
14,3205,[4 2 5 3 0 6 1]
15,3027,[4 1 2 0 5 6 3]
16,2608,[3 4 5 2 6 0 1]
17,258,[0 3 1 6 2 4 5]
18,1465,[2 0 3 1 4 6 5]
19,2977,[4 0 6 1 2 5 3]
20,631,[0 6 2 3 1 5 4]
21,3221,[4 2 6 0 5 3 1]
22,3126,[4 2 0 3 1 5 6]
23,1991,[2 5 3 6 4 1 0]
24,3832,[5 1 6 3 4 0 2]
25,3366,[4 5 0 2 1 3 6]
26,1801,[2 4 0 1 3 6 5]
27,765,[1 0 3 6 4 5 2]
28,4086,[5 4 0 2 1 3 6]
29,4705,[6 3 1 0 2 5 4]
30,2148,[2 6 5 3 0 1 4]
31,2581,[3 4 2 5 0 6 1]
32,2551,[3 4 1 2 0 6 5]
33,1110,[1 4 2 3 0 5 6]
34,3380,[4 5 0 6 2 1 3]
35,4461,[6 1 0 5 3 4 2]
36,2442,[3 2 1 6 0 4 5]
37,3744,[5 1 2 0 3 4 6]
38,1485,[2 0 3 6 4 5 1]
39,303,[0 3 4 5 2 6 1]
40,4484,[6 1 2 5 3 0 4]
41,2114,[2 6 4 0 3 1 5]
42,638,[0 6 2 4 3 1 5]
43,2207,[3 0 2 6 5 4 1]
44,3256,[4 3 0 5 6 1 2]
45,4972,[6 5 2 0 4 1 3]
46,496,[0 5 1 4 6 2 3]
47,2491,[3 2 5 6 0 4 1]
48,1119,[1 4 2 5 3 6 0]
49,3068,[4 1 3 6 2 0 5]
50,3717,[5 0 6 4 2 3 1]
51,2019,[2 5 6 0 3 4 1]
52,2034,[2 5 6 4 0 1 3]
53,4512,[6 1 4 0 2 3 5]
54,2078,[2 6 1 4 3 0 5]
55,1028,[1 3 4 6 2 0 5]
56,3638,[5 0 2 4 3 1 6]
57,262,[0 3 1 6 5 2 4]
58,1094,[1 4 0 5 3 2 6]
59,668,[0 6 3 5 2 1 4]
60,4904,[6 4 5 1 2 0 3]
61,433,[0 4 5 1 2 6 3]
62,3911,[5 2 3 6 4 1 0]
63,4990,[6 5 2 4 3 0 1]
64,216,[0 2 6 1 3 4 5]
65,3650,[5 0 3 1 4 2 6]
66,2477,[3 2 5 0 6 4 1]
67,2001,[2 5 4 1 3 6 0]
68,4907,[6 4 5 1 3 2 0]
69,3737,[5 1 0 4 6 3 2]
70,590,[0 5 6 3 2 1 4]
71,3858,[5 2 0 6 1 3 4]
