98%,Optima 1, Optima [1]
 ,421,[0 4 3 5 1 6 2]
------------------------------------------------
#,Optima 1, Optima [1]
1,2724,[3 5 4 2 0 1 6]
2,108,[0 1 6 4 2 3 5]
3,34,[0 1 3 4 6 2 5]
4,4473,[6 1 2 3 4 5 0]
5,3572,[4 6 3 5 1 0 2]
6,2690,[3 5 2 0 4 1 6]
7,3273,[4 3 1 2 5 6 0]
8,2395,[3 1 6 5 0 4 2]
9,2828,[3 6 2 5 1 0 4]
10,2794,[3 6 1 2 5 0 4]
11,3544,[4 6 2 3 5 0 1]
12,3970,[5 3 0 2 6 1 4]
13,2002,[2 5 4 1 6 0 3]
14,1674,[2 1 6 5 0 3 4]
15,3660,[5 0 3 4 1 2 6]
16,4031,[5 3 2 6 4 1 0]
17,3422,[4 5 2 3 1 0 6]
18,1624,[2 1 4 5 6 0 3]
19,2370,[3 1 5 6 0 2 4]
20,566,[0 5 4 3 2 1 6]
21,1651,[2 1 5 6 0 4 3]
22,1999,[2 5 4 1 0 6 3]
23,736,[1 0 2 5 6 3 4]
24,2331,[3 1 4 0 5 6 2]
25,3335,[4 3 5 6 2 1 0]
26,4105,[5 4 1 0 2 6 3]
27,562,[0 5 4 2 6 1 3]
28,3068,[4 1 3 6 2 0 5]
29,3802,[5 1 4 2 6 0 3]
30,160,[0 2 3 5 6 1 4]
31,506,[0 5 2 1 4 3 6]
32,1870,[2 4 3 6 5 0 1]
33,4337,[6 0 1 4 5 3 2]
34,693,[0 6 4 5 2 3 1]
35,4511,[6 1 3 5 4 2 0]
36,1032,[1 3 5 0 2 4 6]
37,3155,[4 2 1 3 6 5 0]
38,443,[0 4 5 2 6 3 1]
39,2767,[3 6 0 2 1 5 4]
40,3501,[4 6 0 5 2 3 1]
41,1865,[2 4 3 5 6 1 0]
42,4917,[6 4 5 3 1 2 0]
43,2621,[3 4 6 0 5 2 1]
44,4265,[5 6 2 3 4 1 0]
45,2534,[3 4 0 5 2 1 6]
46,4869,[6 4 2 5 1 3 0]
47,1841,[2 4 1 5 6 3 0]
48,3618,[5 0 1 6 2 3 4]
49,4936,[6 5 0 3 4 1 2]
50,675,[0 6 4 1 3 5 2]
51,3087,[4 1 5 3 2 6 0]
52,734,[1 0 2 5 4 3 6]
53,366,[0 4 1 3 2 5 6]
54,4868,[6 4 2 5 1 0 3]
55,2851,[3 6 4 5 0 2 1]
56,734,[1 0 2 5 4 3 6]
57,4533,[6 1 4 5 2 3 0]
58,3012,[4 1 0 5 2 3 6]
59,1147,[1 4 3 6 0 5 2]
60,4414,[6 0 4 5 3 1 2]
61,2136,[2 6 5 0 1 3 4]
62,217,[0 2 6 1 3 5 4]
63,3540,[4 6 2 3 0 1 5]
64,2567,[3 4 1 6 5 2 0]
65,2297,[3 1 0 5 6 4 2]
66,1682,[2 3 0 1 5 4 6]
67,4581,[6 2 0 5 3 4 1]
68,1318,[1 5 6 4 3 0 2]
69,2110,[2 6 3 5 4 0 1]
70,2637,[3 4 6 5 1 2 0]
71,884,[1 2 3 6 4 0 5]
72,2988,[4 0 6 3 1 2 5]
73,3804,[5 1 4 3 0 2 6]
74,3816,[5 1 6 0 2 3 4]
75,3648,[5 0 3 1 2 4 6]
76,1682,[2 3 0 1 5 4 6]
77,4326,[6 0 1 3 2 4 5]
78,1418,[1 6 5 0 3 2 4]
79,4744,[6 3 2 4 5 0 1]
80,3413,[4 5 2 0 6 3 1]
81,2273,[3 0 6 4 5 2 1]
82,1891,[2 4 5 6 0 3 1]
83,3079,[4 1 5 2 0 6 3]
84,3136,[4 2 0 5 6 1 3]
85,2130,[2 6 4 5 0 1 3]
86,4719,[6 3 1 4 2 5 0]
87,1815,[2 4 0 5 3 6 1]
88,4417,[6 0 5 1 2 4 3]
89,2789,[3 6 1 0 5 4 2]
90,3786,[5 1 3 6 0 2 4]
91,1446,[2 0 1 4 3 5 6]
92,279,[0 3 2 5 4 6 1]
93,4243,[5 6 1 4 0 3 2]
94,3300,[4 3 2 5 0 1 6]
95,1373,[1 6 3 0 5 4 2]
96,1660,[2 1 6 0 5 3 4]
97,1385,[1 6 3 4 5 2 0]
98,367,[0 4 1 3 2 6 5]
99,1977,[2 5 3 1 4 6 0]
100,861,[1 2 0 6 4 5 3]
1,133,[0 2 1 5 3 6 4]
2,532,[0 5 3 1 6 2 4]
3,1517,[2 0 5 1 6 4 3]
4,2308,[3 1 2 0 6 4 5]
5,4738,[6 3 2 1 5 0 4]
6,322,[0 3 5 2 6 1 4]
7,1878,[2 4 5 1 0 3 6]
8,1195,[1 4 6 5 0 3 2]
9,1228,[1 5 2 0 6 3 4]
10,1178,[1 4 6 0 3 2 5]
11,1355,[1 6 2 3 5 4 0]
12,3124,[4 2 0 1 6 3 5]
13,3215,[4 2 5 6 3 1 0]
14,2681,[3 5 1 4 6 2 0]
15,2150,[2 6 5 3 1 0 4]
16,177,[0 2 4 3 5 6 1]
17,2082,[2 6 1 5 0 3 4]
18,17,[0 1 2 5 6 4 3]
19,445,[0 4 5 3 1 6 2]
20,2526,[3 4 0 2 1 5 6]
21,4814,[6 4 0 3 2 1 5]
22,257,[0 3 1 5 6 4 2]
23,3476,[4 5 6 3 1 0 2]
24,3271,[4 3 1 2 0 6 5]
25,1199,[1 4 6 5 3 2 0]
26,741,[1 0 2 6 4 5 3]
27,3692,[5 0 4 6 2 1 3]
28,512,[0 5 2 3 4 1 6]
29,2451,[3 2 4 0 5 6 1]
30,1997,[2 5 4 0 6 3 1]
31,125,[0 2 1 3 6 5 4]
32,4272,[5 6 3 0 1 2 4]
33,4389,[6 0 3 5 2 4 1]
34,3892,[5 2 3 0 6 1 4]
35,3125,[4 2 0 1 6 5 3]
36,1749,[2 3 4 6 1 5 0]
37,47,[0 1 3 6 5 4 2]
38,779,[1 0 4 3 6 5 2]
39,3345,[4 3 6 1 2 5 0]
40,2031,[2 5 6 3 1 4 0]
41,2850,[3 6 4 5 0 1 2]
42,629,[0 6 2 1 5 4 3]
43,3197,[4 2 5 0 6 3 1]
44,1620,[2 1 4 5 0 3 6]
45,2439,[3 2 1 5 4 6 0]
46,3270,[4 3 1 2 0 5 6]
47,1884,[2 4 5 3 0 1 6]
48,1571,[2 1 0 4 6 5 3]
49,1159,[1 4 5 2 0 6 3]
50,1129,[1 4 3 0 2 6 5]
51,4526,[6 1 4 3 2 0 5]
52,980,[1 3 0 6 4 2 5]
53,4565,[6 2 0 1 5 4 3]
54,4398,[6 0 4 2 1 3 5]
55,994,[1 3 2 4 6 0 5]
56,297,[0 3 4 2 5 6 1]
57,2003,[2 5 4 1 6 3 0]
58,3193,[4 2 5 0 1 6 3]
59,1117,[1 4 2 5 0 6 3]
60,4005,[5 3 1 6 2 4 0]
61,1363,[1 6 2 5 0 4 3]
62,1374,[1 6 3 2 0 4 5]
63,3692,[5 0 4 6 2 1 3]
64,4179,[5 4 6 0 2 3 1]
65,881,[1 2 3 5 6 4 0]
66,2031,[2 5 6 3 1 4 0]
67,3682,[5 0 4 2 6 1 3]
68,4270,[5 6 2 4 3 0 1]
69,4504,[6 1 3 4 5 0 2]
70,21,[0 1 2 6 4 5 3]
71,4817,[6 4 0 3 5 2 1]
72,1311,[1 5 6 3 2 4 0]
73,2016,[2 5 6 0 1 3 4]
74,3361,[4 5 0 1 2 6 3]
75,4624,[6 2 3 4 5 0 1]
76,4194,[5 4 6 3 0 1 2]
77,1923,[2 5 0 1 4 6 3]
78,1865,[2 4 3 5 6 1 0]
79,841,[1 2 0 3 4 6 5]
80,2877,[3 6 5 4 1 2 0]
81,3805,[5 1 4 3 0 6 2]
82,2130,[2 6 4 5 0 1 3]
83,4301,[5 6 4 0 3 2 1]
84,1331,[1 6 0 3 5 4 2]
85,2419,[3 2 0 6 1 5 4]
86,4272,[5 6 3 0 1 2 4]
87,4654,[6 2 4 5 3 0 1]
88,4939,[6 5 0 4 1 3 2]
89,2907,[4 0 2 1 5 6 3]
90,3000,[4 1 0 2 3 5 6]
91,4694,[6 3 0 4 2 1 5]
92,2138,[2 6 5 0 3 1 4]
93,4610,[6 2 3 0 4 1 5]
94,4287,[5 6 3 2 1 4 0]
95,676,[0 6 4 1 5 2 3]
96,1484,[2 0 3 6 4 1 5]
97,1884,[2 4 5 3 0 1 6]
98,3965,[5 3 0 1 6 4 2]
99,747,[1 0 3 2 5 6 4]
100,13,[0 1 2 5 3 6 4]
1,4535,[6 1 4 5 3 2 0]
2,2561,[3 4 1 5 6 2 0]
3,2015,[2 5 4 6 3 1 0]
4,758,[1 0 3 5 4 2 6]
5,1259,[1 5 3 2 6 4 0]
6,3223,[4 2 6 1 0 5 3]
7,3912,[5 2 4 0 1 3 6]
8,1212,[1 5 0 4 2 3 6]
9,4721,[6 3 1 4 5 2 0]
10,1747,[2 3 4 6 0 5 1]
11,3157,[4 2 1 5 0 6 3]
12,284,[0 3 2 6 4 1 5]
13,2361,[3 1 5 2 4 6 0]
14,3188,[4 2 3 6 1 0 5]
15,221,[0 2 6 1 5 4 3]
16,4181,[5 4 6 0 3 2 1]
17,2020,[2 5 6 0 4 1 3]
18,2369,[3 1 5 4 6 2 0]
19,1769,[2 3 5 4 6 1 0]
20,1557,[2 0 6 5 3 4 1]
21,2325,[3 1 2 6 4 5 0]
22,3690,[5 0 4 6 1 2 3]
23,1372,[1 6 3 0 5 2 4]
24,1512,[2 0 5 1 3 4 6]
25,663,[0 6 3 4 2 5 1]
26,2688,[3 5 2 0 1 4 6]
27,1649,[2 1 5 4 6 3 0]
28,2676,[3 5 1 4 0 2 6]
29,2693,[3 5 2 0 6 4 1]
30,3148,[4 2 1 0 6 3 5]
31,2318,[3 1 2 5 4 0 6]
32,2905,[4 0 2 1 3 6 5]
33,1127,[1 4 2 6 5 3 0]
34,433,[0 4 5 1 2 6 3]
35,3289,[4 3 2 0 1 6 5]
36,1253,[1 5 3 0 6 4 2]
37,307,[0 3 4 6 1 5 2]
38,3552,[4 6 3 0 1 2 5]
39,349,[0 3 6 4 1 5 2]
40,4143,[5 4 2 3 1 6 0]
41,61,[0 1 4 5 2 6 3]
42,3450,[4 5 3 6 0 1 2]
43,204,[0 2 5 4 1 3 6]
44,1168,[1 4 5 3 6 0 2]
45,4791,[6 3 5 2 1 4 0]
46,4556,[6 1 5 4 2 0 3]
47,4725,[6 3 1 5 2 4 0]
48,1430,[1 6 5 3 2 0 4]
49,4087,[5 4 0 2 1 6 3]
50,1443,[2 0 1 3 5 6 4]
51,4412,[6 0 4 5 2 1 3]
52,4463,[6 1 0 5 4 3 2]
53,2205,[3 0 2 6 4 5 1]
54,4138,[5 4 2 1 6 0 3]
55,3039,[4 1 2 5 3 6 0]
56,854,[1 2 0 5 4 3 6]
57,1197,[1 4 6 5 2 3 0]
58,512,[0 5 2 3 4 1 6]
59,327,[0 3 5 4 2 6 1]
60,3518,[4 6 1 3 2 0 5]
61,1583,[2 1 0 6 5 4 3]
62,1244,[1 5 2 6 3 0 4]
63,3466,[4 5 6 1 3 0 2]
64,1582,[2 1 0 6 5 3 4]
65,4377,[6 0 3 2 4 5 1]
66,170,[0 2 4 1 5 3 6]
67,3967,[5 3 0 2 1 6 4]
68,1937,[2 5 0 4 6 3 1]
69,4846,[6 4 1 5 3 0 2]
70,3904,[5 2 3 4 6 0 1]
