99%,Optima 1, Optima [1],Optima 2, Optima [2]
 ,10210,[0 1 4 2 5 3 7 9 6 8],1689280,[4 6 9 1 2 3 7 8 0 5]
------------------------------------------------
#,Optima 1, Optima [1],Optima 2, Optima [2]
1,2996168,[8 2 3 5 4 0 6 7 1 9],2457540,[6 7 9 4 1 3 5 0 2 8]
2,828698,[2 3 6 4 9 8 0 5 1 7],2747066,[7 5 1 0 4 3 2 8 6 9]
3,2461314,[6 8 0 3 4 9 7 1 2 5],3572342,[9 7 4 6 3 2 5 1 0 8]
4,509117,[1 4 7 0 2 8 3 9 6 5],2150698,[5 9 2 7 0 4 3 8 1 6]
5,1251803,[3 5 0 4 7 8 2 9 6 1],2690259,[7 3 6 8 2 9 0 4 5 1]
6,1186711,[3 2 5 6 1 4 7 0 9 8],1274840,[3 5 6 9 4 7 1 2 0 8]
7,2246850,[6 1 7 8 4 5 9 0 2 3],3304811,[9 0 8 6 1 2 4 7 5 3]
8,2769189,[7 5 6 3 0 4 9 2 8 1],2425225,[6 7 1 2 4 3 0 5 9 8]
9,1405166,[3 8 7 6 4 5 2 1 0 9],2898909,[7 9 8 1 2 4 6 3 5 0]
10,272759,[0 7 8 1 6 9 5 4 3 2],540738,[1 5 4 3 0 2 9 6 7 8]
11,1996959,[5 4 6 1 7 2 8 3 9 0],2378228,[6 4 9 8 0 3 7 2 1 5]
12,2312196,[6 3 2 8 4 1 7 0 5 9],3339077,[9 1 7 4 5 6 0 8 3 2]
13,234236,[0 6 8 4 2 9 7 3 1 5],1737538,[4 8 0 7 2 5 3 9 1 6]
14,1065932,[2 9 4 5 3 7 8 1 0 6],1001893,[2 7 8 6 4 0 5 1 9 3]
15,3591364,[9 8 0 5 1 2 3 7 4 6],1893853,[5 1 9 7 3 0 6 2 8 4]
16,3454887,[9 4 6 3 2 7 5 1 8 0],715792,[1 9 7 0 2 8 5 6 3 4]
17,3164258,[8 6 3 7 5 9 0 2 1 4],1790798,[4 9 3 2 1 5 7 6 0 8]
18,847976,[2 4 0 3 8 6 5 7 1 9],3297353,[9 0 7 2 5 8 4 6 3 1]
19,2201889,[6 0 5 9 2 1 4 7 8 3],1033073,[2 8 5 9 6 7 3 4 1 0]
20,3319189,[9 1 3 5 8 7 4 0 6 2],2825589,[7 8 0 5 3 4 9 2 6 1]
21,3025700,[8 3 0 4 5 1 9 6 2 7],2776947,[7 5 8 9 6 1 0 3 4 2]
22,2306744,[6 3 1 7 8 9 2 4 0 5],3171880,[8 6 5 2 3 1 7 9 0 4]
23,1567557,[4 2 9 0 1 8 7 5 6 3],2270498,[6 2 3 5 4 9 0 7 1 8]
24,1483472,[4 0 8 3 5 2 6 7 1 9],183390,[0 5 6 3 8 2 4 1 7 9]
25,2389728,[6 5 2 1 0 7 3 4 8 9],823312,[2 3 5 4 6 9 7 8 0 1]
26,99649,[0 3 5 8 4 6 1 2 9 7],158385,[0 4 9 3 8 7 2 5 6 1]
27,1339192,[3 7 1 6 9 8 4 5 0 2],1908790,[5 2 3 8 0 6 9 7 1 4]
28,633681,[1 7 6 8 0 5 3 4 9 2],3039493,[8 3 4 0 6 1 7 2 9 5]
29,2657249,[7 2 9 1 5 6 4 8 3 0],1199341,[3 2 7 9 6 4 5 0 8 1]
30,2407894,[6 5 7 8 1 4 9 3 0 2],166729,[0 5 2 1 7 6 3 4 9 8]
31,420519,[1 2 5 6 0 4 8 7 9 3],3565765,[9 7 3 4 2 6 5 0 8 1]
32,1067685,[2 9 4 7 8 1 6 3 5 0],427301,[1 2 6 8 4 9 0 7 5 3]
33,212081,[0 6 3 1 7 4 8 9 5 2],1862610,[5 1 2 6 9 7 8 0 3 4]
34,1054243,[2 9 1 3 4 5 8 0 7 6],1580574,[4 3 1 7 2 6 5 0 8 9]
35,177975,[0 5 4 3 2 1 8 7 9 6],3025614,[8 3 0 4 2 6 5 1 7 9]
36,132960,[0 4 3 5 8 1 2 6 7 9],2862766,[7 9 0 1 2 4 8 6 3 5]
37,3013302,[8 2 6 9 0 7 3 1 4 5],1975497,[5 3 9 8 6 2 1 4 7 0]
38,1764463,[4 8 7 0 5 9 2 1 6 3],3316155,[9 1 2 8 6 5 0 4 7 3]
39,3461143,[9 4 7 6 0 8 2 1 5 3],2075188,[5 7 3 8 1 2 0 9 4 6]
40,3300401,[9 0 7 6 8 2 4 5 3 1],1908721,[5 2 3 8 0 1 4 6 9 7]
41,1747350,[4 8 2 6 9 1 3 0 5 7],301759,[0 8 4 9 1 6 3 2 7 5]
42,2603356,[7 1 5 4 8 6 0 9 2 3],1409246,[3 8 9 5 1 6 4 2 0 7]
43,1879691,[5 1 6 9 7 0 3 8 4 2],2524656,[6 9 4 8 2 7 0 1 3 5]
44,2828750,[7 8 1 2 6 9 4 3 0 5],1803199,[4 9 6 7 2 5 1 0 8 3]
45,1031833,[2 8 5 7 0 6 1 3 9 4],1039855,[2 8 7 3 1 5 4 0 9 6]
46,2380349,[6 5 0 3 1 4 2 9 8 7],3213667,[8 7 5 4 2 3 9 0 6 1]
47,3555647,[9 7 1 4 3 2 8 6 5 0],2385204,[6 5 1 2 8 7 4 0 3 9]
48,2446163,[6 7 5 2 3 8 1 9 4 0],3580537,[9 7 6 2 8 5 0 1 4 3]
49,1875732,[5 1 6 2 3 0 8 4 7 9],937560,[2 6 3 0 4 1 5 7 8 9]
50,66380,[0 2 7 3 4 1 9 6 5 8],3081322,[8 4 3 2 6 7 1 9 0 5]
51,2976030,[8 1 7 4 3 2 5 0 6 9],726792,[2 0 1 4 6 8 3 5 7 9]
52,3309498,[9 1 0 6 5 2 8 3 4 7],1210974,[3 4 0 2 9 6 5 1 7 8]
53,2087423,[5 7 8 1 2 0 9 6 4 3],1224601,[3 4 2 9 8 0 1 5 7 6]
54,26290,[0 1 7 3 6 2 5 9 4 8],443620,[1 3 0 2 4 9 5 8 6 7]
55,3081995,[8 4 3 5 6 1 2 9 7 0],982194,[2 7 3 9 0 8 6 1 4 5]
56,1843944,[5 0 7 9 1 3 2 4 6 8],1807691,[4 9 7 5 6 0 2 8 3 1]
57,92652,[0 3 4 5 8 1 7 2 6 9],2175033,[5 9 8 3 7 1 2 4 6 0]
58,2391470,[6 5 2 4 3 9 7 1 0 8],1709806,[4 7 3 1 8 2 9 6 0 5]
59,1491153,[4 0 9 8 1 3 5 6 7 2],798961,[2 1 8 5 7 0 3 4 9 6]
60,1739549,[4 8 1 2 0 5 3 9 7 6],3281454,[9 0 4 1 6 5 3 2 7 8]
61,1313575,[3 6 5 7 2 4 1 0 9 8],1637019,[4 5 6 8 3 9 0 2 7 1]
62,2200885,[6 0 5 7 8 4 3 1 9 2],3440215,[9 4 2 6 0 5 3 1 8 7]
63,1139923,[3 1 4 2 5 6 9 0 8 7],3337372,[9 1 7 2 3 5 0 8 4 6]
64,168104,[0 5 2 4 6 9 3 7 1 8],3004456,[8 2 5 0 9 1 6 7 3 4]
65,2866261,[7 9 0 5 8 3 4 1 6 2],1092243,[3 0 1 8 2 4 5 7 9 6]
66,2811198,[7 6 5 8 2 4 1 0 3 9],2158824,[5 9 4 2 3 1 0 6 7 8]
67,1541732,[4 2 1 9 3 7 8 5 0 6],986609,[2 7 4 8 1 6 5 9 3 0]
68,1002017,[2 7 8 6 5 0 4 9 3 1],145401,[0 4 6 8 9 5 2 3 7 1]
69,2203218,[6 0 7 2 1 3 9 4 5 8],317737,[0 8 9 1 3 7 2 4 6 5]
70,2793965,[7 6 2 3 5 0 1 9 8 4],992392,[2 7 5 9 1 8 4 6 0 3]
71,596197,[1 6 8 3 0 4 7 2 9 5],2306877,[6 3 1 7 9 8 5 2 4 0]
72,2277023,[6 2 4 8 5 0 9 7 3 1],3585592,[9 7 8 2 6 5 3 4 0 1]
73,2200366,[6 0 5 7 1 3 9 8 2 4],1959699,[5 3 6 8 7 9 0 2 4 1]
74,1747126,[4 8 2 6 5 1 9 7 0 3],476472,[1 3 8 5 7 6 0 2 4 9]
75,1975157,[5 3 9 8 1 6 0 7 4 2],85178,[0 3 1 9 4 8 2 6 5 7]
76,1640617,[4 5 7 3 6 9 0 1 8 2],2387366,[6 5 1 7 8 4 3 2 0 9]
77,3018887,[8 2 7 9 6 1 5 4 3 0],2333471,[6 3 8 9 7 2 5 4 1 0]
