100%,Optima 1, Optima [1]
 ,421,[0 4 3 5 1 6 2]
------------------------------------------------
#,Optima 1, Optima [1]
1,3719,[5 0 6 4 3 2 1]
2,2269,[3 0 6 4 1 5 2]
3,3125,[4 2 0 1 6 5 3]
4,3501,[4 6 0 5 2 3 1]
5,4150,[5 4 2 6 3 0 1]
6,1871,[2 4 3 6 5 1 0]
7,2726,[3 5 4 2 1 0 6]
8,2342,[3 1 4 5 2 0 6]
9,3489,[4 6 0 2 3 5 1]
10,2678,[3 5 1 4 2 0 6]
11,2181,[3 0 1 6 4 5 2]
12,516,[0 5 2 4 1 3 6]
13,4987,[6 5 2 4 0 3 1]
14,2400,[3 2 0 1 4 5 6]
15,4143,[5 4 2 3 1 6 0]
16,3683,[5 0 4 2 6 3 1]
17,2522,[3 4 0 1 5 2 6]
18,279,[0 3 2 5 4 6 1]
19,4037,[5 3 4 0 6 2 1]
20,1624,[2 1 4 5 6 0 3]
21,1348,[1 6 2 0 5 3 4]
22,4826,[6 4 1 0 3 2 5]
23,2167,[3 0 1 4 2 6 5]
24,4244,[5 6 1 4 2 0 3]
25,2674,[3 5 1 2 6 0 4]
26,2785,[3 6 1 0 2 5 4]
27,360,[0 4 1 2 3 5 6]
28,844,[1 2 0 3 6 4 5]
29,4735,[6 3 2 1 0 5 4]
30,659,[0 6 3 2 5 4 1]
31,1127,[1 4 2 6 5 3 0]
32,4545,[6 1 5 2 3 4 0]
33,1526,[2 0 5 4 3 1 6]
34,3083,[4 1 5 2 6 3 0]
35,4611,[6 2 3 0 4 5 1]
36,280,[0 3 2 5 6 1 4]
37,3730,[5 1 0 3 6 2 4]
38,4838,[6 4 1 3 2 0 5]
39,2990,[4 0 6 3 2 1 5]
40,1060,[1 3 6 0 5 2 4]
41,2941,[4 0 3 5 1 6 2]
42,1109,[1 4 2 0 6 5 3]
43,3217,[4 2 6 0 1 5 3]
44,3567,[4 6 3 2 1 5 0]
45,1506,[2 0 4 6 1 3 5]
46,794,[1 0 5 2 4 3 6]
47,1328,[1 6 0 3 4 2 5]
48,4836,[6 4 1 3 0 2 5]
49,5001,[6 5 3 1 2 4 0]
50,2960,[4 0 5 2 3 1 6]
51,2120,[2 6 4 1 3 0 5]
52,4959,[6 5 1 3 2 4 0]
53,2628,[3 4 6 2 0 1 5]
54,2353,[3 1 5 0 2 6 4]
55,228,[0 2 6 4 1 3 5]
56,3934,[5 2 4 6 3 0 1]
57,319,[0 3 5 2 1 6 4]
58,3922,[5 2 4 1 6 0 3]
59,826,[1 0 6 3 5 2 4]
60,1364,[1 6 2 5 3 0 4]
61,1809,[2 4 0 3 5 6 1]
62,1882,[2 4 5 1 6 0 3]
63,2647,[3 5 0 2 1 6 4]
64,2829,[3 6 2 5 1 4 0]
65,1551,[2 0 6 4 3 5 1]
66,2676,[3 5 1 4 0 2 6]
67,4031,[5 3 2 6 4 1 0]
68,1903,[2 4 6 1 0 5 3]
69,2830,[3 6 2 5 4 0 1]
70,4001,[5 3 1 4 6 2 0]
71,4994,[6 5 3 0 2 1 4]
72,2724,[3 5 4 2 0 1 6]
73,2192,[3 0 2 4 5 1 6]
74,2976,[4 0 6 1 2 3 5]
75,3724,[5 1 0 2 6 3 4]
76,183,[0 2 4 5 3 6 1]
77,1609,[2 1 4 0 3 6 5]
78,3640,[5 0 2 4 6 1 3]
79,2737,[3 5 6 0 1 4 2]
80,1880,[2 4 5 1 3 0 6]
81,1457,[2 0 1 5 6 4 3]
82,156,[0 2 3 5 1 4 6]
83,884,[1 2 3 6 4 0 5]
84,1774,[2 3 5 6 4 0 1]
85,3580,[4 6 5 0 3 1 2]
86,1209,[1 5 0 3 4 6 2]
87,1916,[2 4 6 5 1 0 3]
88,4214,[5 6 0 3 2 1 4]
89,2889,[4 0 1 3 5 6 2]
90,677,[0 6 4 1 5 3 2]
91,383,[0 4 1 6 5 3 2]
92,4849,[6 4 2 0 1 5 3]
93,4011,[5 3 2 0 4 6 1]
94,1625,[2 1 4 5 6 3 0]
95,4292,[5 6 3 4 1 0 2]
96,1059,[1 3 6 0 4 5 2]
97,3502,[4 6 0 5 3 1 2]
98,34,[0 1 3 4 6 2 5]
99,2016,[2 5 6 0 1 3 4]
100,3870,[5 2 1 3 0 4 6]
1,1804,[2 4 0 1 6 3 5]
2,4465,[6 1 2 0 3 5 4]
3,2006,[2 5 4 3 1 0 6]
4,999,[1 3 2 5 4 6 0]
5,3007,[4 1 0 3 2 6 5]
6,4437,[6 0 5 4 2 3 1]
7,2766,[3 6 0 2 1 4 5]
8,4693,[6 3 0 4 1 5 2]
9,3669,[5 0 3 6 2 4 1]
10,4995,[6 5 3 0 2 4 1]
11,2324,[3 1 2 6 4 0 5]
12,1502,[2 0 4 5 3 1 6]
13,1184,[1 4 6 2 3 0 5]
14,3987,[5 3 1 0 4 6 2]
15,4948,[6 5 1 0 4 2 3]
16,1543,[2 0 6 3 1 5 4]
17,998,[1 3 2 5 4 0 6]
18,872,[1 2 3 4 5 0 6]
19,4290,[5 6 3 4 0 1 2]
20,80,[0 1 5 3 4 2 6]
21,760,[1 0 3 5 6 2 4]
22,4857,[6 4 2 1 3 5 0]
23,4054,[5 3 4 6 2 0 1]
24,2153,[2 6 5 3 4 1 0]
25,3963,[5 3 0 1 4 6 2]
26,277,[0 3 2 5 1 6 4]
27,3753,[5 1 2 3 4 6 0]
28,567,[0 5 4 3 2 6 1]
29,3724,[5 1 0 2 6 3 4]
30,2665,[3 5 1 0 2 6 4]
31,1776,[2 3 6 0 1 4 5]
32,1221,[1 5 0 6 3 4 2]
33,1624,[2 1 4 5 6 0 3]
34,3908,[5 2 3 6 1 0 4]
35,346,[0 3 6 2 5 1 4]
36,2033,[2 5 6 3 4 1 0]
37,3300,[4 3 2 5 0 1 6]
38,4925,[6 5 0 1 4 3 2]
39,3808,[5 1 4 3 6 0 2]
40,4183,[5 4 6 1 0 3 2]
41,3484,[4 6 0 1 5 2 3]
42,2263,[3 0 6 2 1 5 4]
43,544,[0 5 3 4 6 1 2]
44,2935,[4 0 3 2 1 6 5]
45,3393,[4 5 1 2 3 6 0]
46,3576,[4 6 5 0 1 2 3]
47,3664,[5 0 3 4 6 1 2]
48,398,[0 4 2 5 3 1 6]
49,1718,[2 3 1 5 4 0 6]
50,2748,[3 5 6 2 0 1 4]
51,361,[0 4 1 2 3 6 5]
52,2629,[3 4 6 2 0 5 1]
53,1138,[1 4 3 2 6 0 5]
54,1674,[2 1 6 5 0 3 4]
55,3109,[4 1 6 3 0 5 2]
56,1987,[2 5 3 6 0 4 1]
57,11,[0 1 2 4 6 5 3]
58,4894,[6 4 3 5 2 0 1]
59,2076,[2 6 1 4 0 3 5]
60,2862,[3 6 5 1 0 2 4]
61,683,[0 6 4 2 5 3 1]
62,2198,[3 0 2 5 4 1 6]
63,968,[1 3 0 4 5 2 6]
64,1004,[1 3 2 6 4 0 5]
65,3219,[4 2 6 0 3 5 1]
66,1102,[1 4 0 6 5 2 3]
67,4919,[6 4 5 3 2 1 0]
68,2317,[3 1 2 5 0 6 4]
69,3911,[5 2 3 6 4 1 0]
70,2914,[4 0 2 3 6 1 5]
71,3283,[4 3 1 6 0 5 2]
72,1113,[1 4 2 3 5 6 0]
73,2105,[2 6 3 4 5 1 0]
74,315,[0 3 5 1 4 6 2]
75,1898,[2 4 6 0 3 1 5]
76,3538,[4 6 2 1 5 0 3]
77,4312,[5 6 4 2 3 0 1]
78,1119,[1 4 2 5 3 6 0]
79,3800,[5 1 4 2 3 0 6]
80,35,[0 1 3 4 6 5 2]
81,1521,[2 0 5 3 4 6 1]
82,3729,[5 1 0 3 4 6 2]
83,3890,[5 2 3 0 4 1 6]
84,976,[1 3 0 5 6 2 4]
85,2604,[3 4 5 2 0 1 6]
86,4187,[5 4 6 1 3 2 0]
87,338,[0 3 6 1 4 2 5]
88,4990,[6 5 2 4 3 0 1]
89,798,[1 0 5 3 2 4 6]
90,3128,[4 2 0 3 5 1 6]
91,1623,[2 1 4 5 3 6 0]
92,3447,[4 5 3 2 1 6 0]
93,2849,[3 6 4 2 5 1 0]
94,945,[1 2 6 3 4 5 0]
95,3500,[4 6 0 5 2 1 3]
96,1285,[1 5 4 3 0 6 2]
97,1294,[1 5 4 6 3 0 2]
98,4581,[6 2 0 5 3 4 1]
99,4756,[6 3 4 0 5 1 2]
100,2290,[3 1 0 4 6 2 5]
1,3697,[5 0 6 1 2 4 3]
2,1347,[1 6 2 0 4 5 3]
3,1153,[1 4 5 0 2 6 3]
4,3844,[5 2 0 1 6 3 4]
5,4506,[6 1 3 5 0 2 4]
6,3988,[5 3 1 0 6 2 4]
7,524,[0 5 2 6 3 1 4]
8,1031,[1 3 4 6 5 2 0]
9,4817,[6 4 0 3 5 2 1]
10,4612,[6 2 3 0 5 1 4]
11,2716,[3 5 4 0 6 1 2]
12,4331,[6 0 1 3 5 4 2]
13,1093,[1 4 0 5 2 6 3]
14,1689,[2 3 0 4 5 6 1]
15,1341,[1 6 0 5 3 4 2]
16,1994,[2 5 4 0 3 1 6]
17,3349,[4 3 6 2 0 5 1]
18,5033,[6 5 4 2 3 1 0]
19,3440,[4 5 3 1 2 0 6]
20,4072,[5 3 6 2 4 0 1]
21,1019,[1 3 4 2 6 5 0]
22,4969,[6 5 2 0 1 4 3]
23,1518,[2 0 5 3 1 4 6]
24,782,[1 0 4 5 3 2 6]
25,1291,[1 5 4 6 0 3 2]
26,4876,[6 4 3 0 5 1 2]
27,3305,[4 3 2 5 6 1 0]
28,1160,[1 4 5 2 3 0 6]
29,1647,[2 1 5 4 3 6 0]
30,613,[0 6 1 4 2 5 3]
31,2243,[3 0 5 2 6 4 1]
32,4771,[6 3 4 5 0 2 1]
33,1403,[1 6 4 2 5 3 0]
34,1510,[2 0 4 6 5 1 3]
35,1729,[2 3 4 0 1 6 5]
36,248,[0 3 1 4 5 2 6]
37,2576,[3 4 2 1 5 0 6]
38,376,[0 4 1 5 6 2 3]
39,1511,[2 0 4 6 5 3 1]
40,3657,[5 0 3 2 4 6 1]
41,3663,[5 0 3 4 2 6 1]
42,4092,[5 4 0 3 1 2 6]
43,248,[0 3 1 4 5 2 6]
44,1226,[1 5 2 0 4 3 6]
45,9,[0 1 2 4 5 6 3]
46,2332,[3 1 4 0 6 2 5]
47,2354,[3 1 5 0 4 2 6]
48,1159,[1 4 5 2 0 6 3]
49,4645,[6 2 4 3 0 5 1]
50,1505,[2 0 4 5 6 3 1]
51,2976,[4 0 6 1 2 3 5]
52,1301,[1 5 6 0 4 3 2]
53,1140,[1 4 3 5 0 2 6]
54,683,[0 6 4 2 5 3 1]
55,1271,[1 5 3 6 4 2 0]
56,3768,[5 1 3 0 2 4 6]
57,4869,[6 4 2 5 1 3 0]
58,51,[0 1 4 2 5 6 3]
59,2552,[3 4 1 2 5 0 6]
60,4670,[6 2 5 3 1 0 4]
61,683,[0 6 4 2 5 3 1]
62,4405,[6 0 4 3 1 5 2]
63,4425,[6 0 5 2 3 4 1]
64,4203,[5 6 0 1 3 4 2]
65,2369,[3 1 5 4 6 2 0]
66,2985,[4 0 6 2 3 5 1]
67,2927,[4 0 2 6 5 3 1]
68,4624,[6 2 3 4 5 0 1]
69,5000,[6 5 3 1 2 0 4]
70,1168,[1 4 5 3 6 0 2]
