70%,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4]
 ,506,[0 5 2 1 4 3 6],3025,[4 1 2 0 3 6 5],1680,[2 3 0 1 4 5 6],2147,[2 6 5 1 4 3 0]
------------------------------------------------
#,Optima 1, Optima [1],Optima 2, Optima [2],Optima 3, Optima [3],Optima 4, Optima [4]
1,1859,[2 4 3 1 6 5 0],2804,[3 6 1 5 2 0 4],2629,[3 4 6 2 0 5 1],2195,[3 0 2 4 6 5 1]
2,1367,[1 6 2 5 4 3 0],2824,[3 6 2 4 5 0 1],3411,[4 5 2 0 3 6 1],1875,[2 4 5 0 3 6 1]
3,1015,[1 3 4 2 0 6 5],3574,[4 6 3 5 2 0 1],995,[1 3 2 4 6 5 0],1941,[2 5 0 6 3 4 1]
4,1019,[1 3 4 2 6 5 0],1019,[1 3 4 2 6 5 0],1277,[1 5 4 0 6 3 2],3414,[4 5 2 1 0 3 6]
5,3194,[4 2 5 0 3 1 6],3326,[4 3 5 2 1 0 6],2340,[3 1 4 5 0 2 6],3947,[5 2 6 1 4 3 0]
6,3015,[4 1 0 5 3 6 2],1281,[1 5 4 2 3 6 0],837,[1 0 6 5 3 4 2],884,[1 2 3 6 4 0 5]
7,2855,[3 6 4 5 2 1 0],2229,[3 0 4 6 2 5 1],3019,[4 1 0 6 2 5 3],1589,[2 1 3 0 6 5 4]
8,200,[0 2 5 3 4 1 6],3850,[5 2 0 3 6 1 4],1826,[2 4 1 0 5 3 6],2328,[3 1 4 0 2 5 6]
9,2042,[2 6 0 1 4 3 5],4098,[5 4 0 6 1 2 3],1357,[1 6 2 4 0 5 3],1859,[2 4 3 1 6 5 0]
10,2945,[4 0 3 5 6 2 1],1106,[1 4 2 0 5 3 6],888,[1 2 4 0 3 5 6],3124,[4 2 0 1 6 3 5]
11,3432,[4 5 3 0 1 2 6],4051,[5 3 4 6 0 2 1],2763,[3 6 0 1 4 5 2],3119,[4 1 6 5 3 2 0]
12,2262,[3 0 6 2 1 4 5],3184,[4 2 3 5 6 0 1],3035,[4 1 2 3 6 5 0],1715,[2 3 1 4 6 5 0]
13,2275,[3 0 6 5 1 4 2],1594,[2 1 3 4 6 0 5],3015,[4 1 0 5 3 6 2],1692,[2 3 0 5 1 4 6]
14,330,[0 3 5 6 1 2 4],2927,[4 0 2 6 5 3 1],989,[1 3 2 0 6 5 4],2744,[3 5 6 1 2 0 4]
15,1681,[2 3 0 1 4 6 5],2719,[3 5 4 1 0 6 2],702,[0 6 5 2 1 3 4],1459,[2 0 1 6 3 5 4]
16,2373,[3 1 5 6 2 4 0],1480,[2 0 3 5 6 1 4],2136,[2 6 5 0 1 3 4],3572,[4 6 3 5 1 0 2]
17,868,[1 2 3 0 6 4 5],2297,[3 1 0 5 6 4 2],2080,[2 6 1 4 5 0 3],3631,[5 0 2 3 1 6 4]
