100%,Optima 1, Optima [1]
 ,421,[0 4 3 5 1 6 2]
------------------------------------------------
#,Optima 1, Optima [1]
1,1217,[1 5 0 4 6 3 2]
2,3312,[4 3 5 0 1 2 6]
3,1402,[1 6 4 2 5 0 3]
4,3108,[4 1 6 3 0 2 5]
5,4580,[6 2 0 5 3 1 4]
6,277,[0 3 2 5 1 6 4]
7,3341,[4 3 6 0 5 2 1]
8,738,[1 0 2 6 3 4 5]
9,32,[0 1 3 4 5 2 6]
10,2198,[3 0 2 5 4 1 6]
11,719,[0 6 5 4 3 2 1]
12,1736,[2 3 4 1 5 0 6]
13,2406,[3 2 0 4 1 5 6]
14,4507,[6 1 3 5 0 4 2]
15,1253,[1 5 3 0 6 4 2]
16,1731,[2 3 4 0 5 6 1]
17,3893,[5 2 3 0 6 4 1]
18,3153,[4 2 1 3 5 6 0]
19,1609,[2 1 4 0 3 6 5]
20,4893,[6 4 3 5 1 2 0]
21,2307,[3 1 2 0 5 6 4]
22,203,[0 2 5 3 6 4 1]
23,2081,[2 6 1 4 5 3 0]
24,3151,[4 2 1 3 0 6 5]
25,1697,[2 3 0 5 6 4 1]
26,3653,[5 0 3 1 6 4 2]
27,1506,[2 0 4 6 1 3 5]
28,2773,[3 6 0 4 1 5 2]
29,3442,[4 5 3 1 6 0 2]
30,4246,[5 6 1 4 3 0 2]
31,331,[0 3 5 6 1 4 2]
32,4965,[6 5 1 4 2 3 0]
33,1618,[2 1 4 3 6 0 5]
34,4442,[6 1 0 2 4 3 5]
35,1858,[2 4 3 1 6 0 5]
36,3999,[5 3 1 4 2 6 0]
37,664,[0 6 3 4 5 1 2]
38,2426,[3 2 1 0 5 4 6]
39,2526,[3 4 0 2 1 5 6]
40,659,[0 6 3 2 5 4 1]
41,3525,[4 6 1 5 2 3 0]
42,1990,[2 5 3 6 4 0 1]
43,2460,[3 2 4 5 0 1 6]
44,445,[0 4 5 3 1 6 2]
45,1959,[2 5 1 4 3 6 0]
46,3847,[5 2 0 3 1 6 4]
47,3044,[4 1 2 6 3 0 5]
48,2818,[3 6 2 1 5 0 4]
49,3303,[4 3 2 5 1 6 0]
50,3947,[5 2 6 1 4 3 0]
51,4249,[5 6 2 0 1 4 3]
52,2372,[3 1 5 6 2 0 4]
53,3487,[4 6 0 2 1 5 3]
54,2594,[3 4 5 0 2 1 6]
55,3498,[4 6 0 5 1 2 3]
56,998,[1 3 2 5 4 0 6]
57,1231,[1 5 2 3 0 6 4]
58,3291,[4 3 2 0 5 6 1]
59,1410,[1 6 4 5 0 2 3]
60,926,[1 2 5 4 3 0 6]
61,3678,[5 0 4 2 1 3 6]
62,567,[0 5 4 3 2 6 1]
63,2336,[3 1 4 2 5 0 6]
64,1183,[1 4 6 2 0 5 3]
65,2108,[2 6 3 5 1 0 4]
66,795,[1 0 5 2 4 6 3]
67,303,[0 3 4 5 2 6 1]
68,3004,[4 1 0 2 6 3 5]
69,2648,[3 5 0 2 4 1 6]
70,2294,[3 1 0 5 4 2 6]
71,1066,[1 3 6 2 5 0 4]
72,1467,[2 0 3 1 5 6 4]
73,627,[0 6 2 1 4 5 3]
74,950,[1 2 6 4 3 0 5]
75,1367,[1 6 2 5 4 3 0]
76,104,[0 1 6 3 4 2 5]
77,2799,[3 6 1 4 2 5 0]
78,1635,[2 1 5 0 4 6 3]
79,1192,[1 4 6 3 5 0 2]
80,2890,[4 0 1 3 6 2 5]
81,608,[0 6 1 3 4 2 5]
82,3729,[5 1 0 3 4 6 2]
83,4511,[6 1 3 5 4 2 0]
84,4536,[6 1 5 0 2 3 4]
85,5038,[6 5 4 3 2 0 1]
86,2758,[3 5 6 4 2 0 1]
87,1478,[2 0 3 5 4 1 6]
88,4064,[5 3 6 1 2 0 4]
89,943,[1 2 6 3 0 5 4]
90,860,[1 2 0 6 4 3 5]
91,2768,[3 6 0 2 4 1 5]
92,2413,[3 2 0 5 1 6 4]
93,1015,[1 3 4 2 0 6 5]
94,1599,[2 1 3 5 4 6 0]
95,2021,[2 5 6 0 4 3 1]
96,2957,[4 0 5 1 6 3 2]
97,4694,[6 3 0 4 2 1 5]
98,1276,[1 5 4 0 6 2 3]
99,3378,[4 5 0 6 1 2 3]
100,1163,[1 4 5 2 6 3 0]
1,3729,[5 1 0 3 4 6 2]
2,382,[0 4 1 6 5 2 3]
3,252,[0 3 1 5 2 4 6]
4,1008,[1 3 4 0 2 5 6]
5,2880,[4 0 1 2 3 5 6]
6,2781,[3 6 0 5 2 4 1]
7,1744,[2 3 4 5 6 0 1]
8,2536,[3 4 0 5 6 1 2]
9,1226,[1 5 2 0 4 3 6]
10,3181,[4 2 3 5 0 6 1]
11,3239,[4 2 6 5 3 1 0]
12,4636,[6 2 4 0 5 1 3]
13,2099,[2 6 3 1 5 4 0]
14,3560,[4 6 3 1 2 0 5]
15,104,[0 1 6 3 4 2 5]
16,4990,[6 5 2 4 3 0 1]
17,1097,[1 4 0 5 6 3 2]
18,2841,[3 6 4 1 2 5 0]
19,1185,[1 4 6 2 3 5 0]
20,4390,[6 0 3 5 4 1 2]
21,4357,[6 0 2 4 1 5 3]
22,1094,[1 4 0 5 3 2 6]
23,2061,[2 6 0 5 3 4 1]
24,1788,[2 3 6 4 0 1 5]
25,4567,[6 2 0 3 1 5 4]
26,3693,[5 0 4 6 2 3 1]
27,452,[0 4 5 6 2 1 3]
28,4069,[5 3 6 2 0 4 1]
29,3969,[5 3 0 2 4 6 1]
30,3450,[4 5 3 6 0 1 2]
31,663,[0 6 3 4 2 5 1]
32,1522,[2 0 5 3 6 1 4]
33,3298,[4 3 2 1 6 0 5]
34,393,[0 4 2 3 5 6 1]
35,4202,[5 6 0 1 3 2 4]
36,569,[0 5 4 3 6 2 1]
37,3559,[4 6 3 1 0 5 2]
38,3502,[4 6 0 5 3 1 2]
39,1655,[2 1 5 6 4 3 0]
40,2257,[3 0 6 1 2 5 4]
41,1014,[1 3 4 2 0 5 6]
42,3982,[5 3 0 6 4 1 2]
43,2838,[3 6 4 1 0 2 5]
44,2803,[3 6 1 5 0 4 2]
45,2661,[3 5 0 6 2 4 1]
46,3173,[4 2 3 0 6 5 1]
47,107,[0 1 6 3 5 4 2]
48,2495,[3 2 5 6 4 1 0]
49,1281,[1 5 4 2 3 6 0]
50,2072,[2 6 1 3 4 0 5]
51,1860,[2 4 3 5 0 1 6]
52,1852,[2 4 3 0 6 1 5]
53,331,[0 3 5 6 1 4 2]
54,4028,[5 3 2 6 1 0 4]
55,1846,[2 4 1 6 5 0 3]
56,2635,[3 4 6 5 0 2 1]
57,3019,[4 1 0 6 2 5 3]
58,3422,[4 5 2 3 1 0 6]
59,1482,[2 0 3 6 1 4 5]
60,4227,[5 6 1 0 3 4 2]
61,2329,[3 1 4 0 2 6 5]
62,2716,[3 5 4 0 6 1 2]
63,3607,[5 0 1 3 2 6 4]
64,2816,[3 6 2 1 4 0 5]
65,2517,[3 2 6 5 1 4 0]
66,1717,[2 3 1 5 0 6 4]
67,1338,[1 6 0 5 2 3 4]
68,2071,[2 6 1 3 0 5 4]
69,4399,[6 0 4 2 1 5 3]
70,4789,[6 3 5 2 0 4 1]
71,1430,[1 6 5 3 2 0 4]
72,2635,[3 4 6 5 0 2 1]
73,1186,[1 4 6 2 5 0 3]
74,3969,[5 3 0 2 4 6 1]
75,3376,[4 5 0 3 6 1 2]
76,46,[0 1 3 6 5 2 4]
77,3297,[4 3 2 1 5 6 0]
78,4298,[5 6 4 0 2 1 3]
79,4167,[5 4 3 2 1 6 0]
80,1394,[1 6 4 0 3 2 5]
81,3379,[4 5 0 6 1 3 2]
82,2997,[4 0 6 5 2 3 1]
83,2787,[3 6 1 0 4 5 2]
84,1897,[2 4 6 0 1 5 3]
85,1590,[2 1 3 4 0 5 6]
86,3852,[5 2 0 4 1 3 6]
87,1431,[1 6 5 3 2 4 0]
88,4311,[5 6 4 2 1 3 0]
89,3222,[4 2 6 1 0 3 5]
90,1566,[2 1 0 4 3 5 6]
91,2591,[3 4 2 6 5 1 0]
92,284,[0 3 2 6 4 1 5]
93,2019,[2 5 6 0 3 4 1]
94,2468,[3 2 4 6 1 0 5]
95,4969,[6 5 2 0 1 4 3]
96,3338,[4 3 6 0 2 1 5]
97,47,[0 1 3 6 5 4 2]
98,400,[0 4 2 5 6 1 3]
99,136,[0 2 1 5 6 3 4]
100,944,[1 2 6 3 4 0 5]
1,1835,[2 4 1 3 6 5 0]
2,3283,[4 3 1 6 0 5 2]
3,3136,[4 2 0 5 6 1 3]
4,1533,[2 0 5 6 3 4 1]
5,641,[0 6 2 4 5 3 1]
6,4265,[5 6 2 3 4 1 0]
7,666,[0 6 3 5 1 2 4]
8,1162,[1 4 5 2 6 0 3]
9,651,[0 6 3 1 4 5 2]
10,1471,[2 0 3 4 1 6 5]
11,4378,[6 0 3 2 5 1 4]
12,3761,[5 1 2 4 6 3 0]
13,4295,[5 6 3 4 2 1 0]
14,333,[0 3 5 6 2 4 1]
15,848,[1 2 0 4 5 3 6]
16,4372,[6 0 3 1 5 2 4]
17,4970,[6 5 2 0 3 1 4]
18,1710,[2 3 1 4 0 5 6]
19,1226,[1 5 2 0 4 3 6]
20,3706,[5 0 6 2 4 1 3]
21,136,[0 2 1 5 6 3 4]
22,2068,[2 6 1 0 5 3 4]
23,3889,[5 2 3 0 1 6 4]
24,2833,[3 6 4 0 1 5 2]
25,2198,[3 0 2 5 4 1 6]
26,1293,[1 5 4 6 2 3 0]
27,616,[0 6 1 4 5 2 3]
28,3758,[5 1 2 4 3 0 6]
29,4041,[5 3 4 1 2 6 0]
30,383,[0 4 1 6 5 3 2]
31,3276,[4 3 1 5 0 2 6]
32,4013,[5 3 2 0 6 4 1]
33,3223,[4 2 6 1 0 5 3]
34,4600,[6 2 1 4 5 0 3]
35,326,[0 3 5 4 2 1 6]
36,4901,[6 4 5 0 3 2 1]
37,1254,[1 5 3 2 0 4 6]
38,1256,[1 5 3 2 4 0 6]
39,2365,[3 1 5 4 0 6 2]
40,3185,[4 2 3 5 6 1 0]
41,152,[0 2 3 4 5 1 6]
42,3659,[5 0 3 2 6 4 1]
43,1750,[2 3 4 6 5 0 1]
44,2229,[3 0 4 6 2 5 1]
45,3871,[5 2 1 3 0 6 4]
46,882,[1 2 3 6 0 4 5]
47,1931,[2 5 0 3 6 4 1]
48,1620,[2 1 4 5 0 3 6]
49,596,[0 5 6 4 2 1 3]
50,3408,[4 5 2 0 1 3 6]
51,3705,[5 0 6 2 3 4 1]
52,3835,[5 1 6 4 0 3 2]
53,1620,[2 1 4 5 0 3 6]
54,659,[0 6 3 2 5 4 1]
55,4808,[6 4 0 2 3 1 5]
56,4434,[6 0 5 4 1 2 3]
57,118,[0 1 6 5 4 2 3]
58,4376,[6 0 3 2 4 1 5]
59,4388,[6 0 3 5 2 1 4]
60,3649,[5 0 3 1 2 6 4]
61,1948,[2 5 1 0 6 3 4]
62,2161,[3 0 1 2 4 6 5]
63,613,[0 6 1 4 2 5 3]
64,1470,[2 0 3 4 1 5 6]
65,1102,[1 4 0 6 5 2 3]
66,4789,[6 3 5 2 0 4 1]
67,1072,[1 3 6 4 5 0 2]
68,529,[0 5 3 1 2 6 4]
69,752,[1 0 3 4 5 2 6]
70,4511,[6 1 3 5 4 2 0]
