99%,Optima 1, Optima [1]
 ,421,[0 4 3 5 1 6 2]
------------------------------------------------
#,Optima 1, Optima [1]
1,4661,[6 2 5 0 4 3 1]
2,726,[1 0 2 4 3 5 6]
3,2649,[3 5 0 2 4 6 1]
4,698,[0 6 5 1 3 2 4]
5,3916,[5 2 4 0 6 1 3]
6,4602,[6 2 1 5 0 3 4]
7,2445,[3 2 1 6 4 5 0]
8,175,[0 2 4 3 1 6 5]
9,3770,[5 1 3 0 4 2 6]
10,3293,[4 3 2 0 6 5 1]
11,4680,[6 3 0 1 2 4 5]
12,1307,[1 5 6 2 4 3 0]
13,3655,[5 0 3 2 1 6 4]
14,1773,[2 3 5 6 1 4 0]
15,3306,[4 3 2 6 0 1 5]
16,1457,[2 0 1 5 6 4 3]
17,1038,[1 3 5 2 0 4 6]
18,4887,[6 4 3 2 1 5 0]
19,1517,[2 0 5 1 6 4 3]
20,4290,[5 6 3 4 0 1 2]
21,2932,[4 0 3 1 6 2 5]
22,512,[0 5 2 3 4 1 6]
23,2641,[3 5 0 1 2 6 4]
24,1481,[2 0 3 5 6 4 1]
25,119,[0 1 6 5 4 3 2]
26,1553,[2 0 6 4 5 3 1]
27,4659,[6 2 5 0 3 4 1]
28,32,[0 1 3 4 5 2 6]
29,2802,[3 6 1 5 0 2 4]
30,3697,[5 0 6 1 2 4 3]
31,4603,[6 2 1 5 0 4 3]
32,866,[1 2 3 0 5 4 6]
33,4279,[5 6 3 1 0 4 2]
34,3874,[5 2 1 3 6 0 4]
35,3906,[5 2 3 6 0 1 4]
36,1899,[2 4 6 0 3 5 1]
37,3484,[4 6 0 1 5 2 3]
38,801,[1 0 5 3 4 6 2]
39,4025,[5 3 2 4 6 1 0]
40,4307,[5 6 4 1 3 2 0]
41,3558,[4 6 3 1 0 2 5]
42,2040,[2 6 0 1 3 4 5]
43,2411,[3 2 0 4 6 5 1]
44,3799,[5 1 4 2 0 6 3]
45,2681,[3 5 1 4 6 2 0]
46,2140,[2 6 5 0 4 1 3]
47,2860,[3 6 5 0 4 1 2]
48,2322,[3 1 2 6 0 4 5]
49,1293,[1 5 4 6 2 3 0]
50,4043,[5 3 4 1 6 2 0]
51,2156,[2 6 5 4 1 0 3]
52,755,[1 0 3 4 6 5 2]
53,3386,[4 5 1 0 3 2 6]
54,683,[0 6 4 2 5 3 1]
55,1048,[1 3 5 4 6 0 2]
56,4154,[5 4 3 0 2 1 6]
57,3079,[4 1 5 2 0 6 3]
58,1172,[1 4 5 6 2 0 3]
59,31,[0 1 3 4 2 6 5]
60,2367,[3 1 5 4 2 6 0]
61,4937,[6 5 0 3 4 2 1]
62,2055,[2 6 0 4 3 5 1]
63,2442,[3 2 1 6 0 4 5]
64,348,[0 3 6 4 1 2 5]
65,3684,[5 0 4 3 1 2 6]
66,3818,[5 1 6 0 3 2 4]
67,2021,[2 5 6 0 4 3 1]
68,4774,[6 3 4 5 2 0 1]
69,2860,[3 6 5 0 4 1 2]
70,1411,[1 6 4 5 0 3 2]
71,2967,[4 0 5 3 2 6 1]
72,185,[0 2 4 5 6 3 1]
73,867,[1 2 3 0 5 6 4]
74,2204,[3 0 2 6 4 1 5]
75,736,[1 0 2 5 6 3 4]
76,897,[1 2 4 3 5 6 0]
77,3095,[4 1 5 6 3 2 0]
78,3835,[5 1 6 4 0 3 2]
79,3794,[5 1 4 0 3 2 6]
80,3160,[4 2 1 5 6 0 3]
81,3687,[5 0 4 3 2 6 1]
82,2341,[3 1 4 5 0 6 2]
83,4095,[5 4 0 3 2 6 1]
84,3752,[5 1 2 3 4 0 6]
85,1545,[2 0 6 3 4 5 1]
86,3852,[5 2 0 4 1 3 6]
87,2474,[3 2 5 0 4 1 6]
88,3601,[5 0 1 2 3 6 4]
89,2831,[3 6 2 5 4 1 0]
90,4746,[6 3 2 5 0 1 4]
91,3814,[5 1 4 6 3 0 2]
92,2316,[3 1 2 5 0 4 6]
93,16,[0 1 2 5 6 3 4]
94,1662,[2 1 6 3 0 4 5]
95,4364,[6 0 2 5 3 1 4]
96,1508,[2 0 4 6 3 1 5]
97,4591,[6 2 1 3 0 5 4]
98,2337,[3 1 4 2 5 6 0]
99,306,[0 3 4 6 1 2 5]
100,3856,[5 2 0 4 6 1 3]
1,303,[0 3 4 5 2 6 1]
2,3080,[4 1 5 2 3 0 6]
3,4456,[6 1 0 4 5 2 3]
4,4875,[6 4 3 0 2 5 1]
5,1080,[1 4 0 2 3 5 6]
6,1920,[2 5 0 1 3 4 6]
7,4882,[6 4 3 1 5 0 2]
8,1187,[1 4 6 2 5 3 0]
9,4941,[6 5 0 4 2 3 1]
10,270,[0 3 2 4 1 5 6]
11,1064,[1 3 6 2 4 0 5]
12,4238,[5 6 1 3 2 0 4]
13,2371,[3 1 5 6 0 4 2]
14,2228,[3 0 4 6 2 1 5]
15,3674,[5 0 4 1 3 2 6]
16,2601,[3 4 5 1 2 6 0]
17,2954,[4 0 5 1 3 2 6]
18,3683,[5 0 4 2 6 3 1]
19,3526,[4 6 1 5 3 0 2]
20,4825,[6 4 1 0 2 5 3]
21,1349,[1 6 2 0 5 4 3]
22,3414,[4 5 2 1 0 3 6]
23,1948,[2 5 1 0 6 3 4]
24,3108,[4 1 6 3 0 2 5]
25,2591,[3 4 2 6 5 1 0]
26,656,[0 6 3 2 4 1 5]
27,4824,[6 4 1 0 2 3 5]
28,4198,[5 4 6 3 2 0 1]
29,2833,[3 6 4 0 1 5 2]
30,4221,[5 6 0 4 2 3 1]
31,1300,[1 5 6 0 4 2 3]
32,762,[1 0 3 6 2 4 5]
33,3720,[5 1 0 2 3 4 6]
34,4932,[6 5 0 3 1 2 4]
35,3042,[4 1 2 6 0 3 5]
36,611,[0 6 1 3 5 4 2]
37,2878,[3 6 5 4 2 0 1]
38,4213,[5 6 0 3 1 4 2]
39,2677,[3 5 1 4 0 6 2]
40,4619,[6 2 3 1 5 4 0]
41,3964,[5 3 0 1 6 2 4]
42,1291,[1 5 4 6 0 3 2]
43,3654,[5 0 3 2 1 4 6]
44,2679,[3 5 1 4 2 6 0]
45,3687,[5 0 4 3 2 6 1]
46,4570,[6 2 0 3 5 1 4]
47,4938,[6 5 0 4 1 2 3]
48,3176,[4 2 3 1 5 0 6]
49,2982,[4 0 6 2 1 3 5]
50,1768,[2 3 5 4 6 0 1]
51,3548,[4 6 2 5 1 0 3]
52,912,[1 2 5 0 3 4 6]
53,3805,[5 1 4 3 0 6 2]
54,138,[0 2 1 6 3 4 5]
55,2512,[3 2 6 4 5 0 1]
56,1703,[2 3 0 6 5 4 1]
57,1136,[1 4 3 2 5 0 6]
58,1353,[1 6 2 3 4 5 0]
59,2289,[3 1 0 4 5 6 2]
60,429,[0 4 3 6 2 5 1]
61,2089,[2 6 3 0 1 5 4]
62,689,[0 6 4 3 5 2 1]
63,3348,[4 3 6 2 0 1 5]
64,724,[1 0 2 3 6 4 5]
65,3849,[5 2 0 3 4 6 1]
66,119,[0 1 6 5 4 3 2]
67,522,[0 5 2 6 1 3 4]
68,2433,[3 2 1 4 5 6 0]
69,4180,[5 4 6 0 3 1 2]
70,3067,[4 1 3 6 0 5 2]
71,4716,[6 3 1 4 0 2 5]
72,3734,[5 1 0 4 3 2 6]
73,1011,[1 3 4 0 5 6 2]
74,3900,[5 2 3 4 0 1 6]
75,866,[1 2 3 0 5 4 6]
76,364,[0 4 1 2 6 3 5]
77,4753,[6 3 4 0 1 5 2]
78,4262,[5 6 2 3 1 0 4]
79,4414,[6 0 4 5 3 1 2]
80,3015,[4 1 0 5 3 6 2]
81,711,[0 6 5 3 2 4 1]
82,1653,[2 1 5 6 3 4 0]
83,1220,[1 5 0 6 3 2 4]
84,1069,[1 3 6 4 0 5 2]
85,678,[0 6 4 2 1 3 5]
86,34,[0 1 3 4 6 2 5]
87,1950,[2 5 1 3 0 4 6]
88,3436,[4 5 3 0 6 1 2]
89,2424,[3 2 1 0 4 5 6]
90,1344,[1 6 2 0 3 4 5]
91,4468,[6 1 2 0 5 3 4]
92,1530,[2 0 5 6 1 3 4]
93,1929,[2 5 0 3 4 6 1]
94,2252,[3 0 5 6 2 1 4]
95,2534,[3 4 0 5 2 1 6]
96,3279,[4 3 1 5 2 6 0]
97,2937,[4 0 3 2 5 6 1]
98,2935,[4 0 3 2 1 6 5]
99,3824,[5 1 6 2 3 0 4]
100,3384,[4 5 1 0 2 3 6]
1,4052,[5 3 4 6 1 0 2]
2,2509,[3 2 6 4 0 5 1]
3,3989,[5 3 1 0 6 4 2]
4,4909,[6 4 5 2 0 3 1]
5,2046,[2 6 0 3 1 4 5]
6,4807,[6 4 0 2 1 5 3]
7,4894,[6 4 3 5 2 0 1]
8,4898,[6 4 5 0 2 1 3]
9,4416,[6 0 5 1 2 3 4]
10,2454,[3 2 4 1 0 5 6]
11,1943,[2 5 0 6 4 3 1]
12,1868,[2 4 3 6 1 0 5]
13,1932,[2 5 0 4 1 3 6]
14,4267,[5 6 2 4 0 3 1]
15,4711,[6 3 1 2 0 5 4]
16,441,[0 4 5 2 3 6 1]
17,4462,[6 1 0 5 4 2 3]
18,2283,[3 1 0 2 5 6 4]
19,376,[0 4 1 5 6 2 3]
20,3462,[4 5 6 1 0 2 3]
21,3350,[4 3 6 2 1 0 5]
22,2079,[2 6 1 4 3 5 0]
23,412,[0 4 3 1 6 2 5]
24,2840,[3 6 4 1 2 0 5]
25,3592,[4 6 5 2 3 0 1]
26,3190,[4 2 3 6 5 0 1]
27,1809,[2 4 0 3 5 6 1]
28,3752,[5 1 2 3 4 0 6]
29,1371,[1 6 3 0 4 5 2]
30,2580,[3 4 2 5 0 1 6]
31,2118,[2 6 4 1 0 3 5]
32,1823,[2 4 0 6 5 3 1]
33,443,[0 4 5 2 6 3 1]
34,1035,[1 3 5 0 4 6 2]
35,3956,[5 2 6 4 1 0 3]
36,3195,[4 2 5 0 3 6 1]
37,2657,[3 5 0 4 6 2 1]
38,1305,[1 5 6 2 3 4 0]
39,4017,[5 3 2 1 4 6 0]
40,864,[1 2 3 0 4 5 6]
41,491,[0 5 1 3 6 4 2]
42,2045,[2 6 0 1 5 4 3]
43,4014,[5 3 2 1 0 4 6]
44,4963,[6 5 1 4 0 3 2]
45,4394,[6 0 4 1 3 2 5]
46,2605,[3 4 5 2 0 6 1]
47,4592,[6 2 1 3 4 0 5]
48,2656,[3 5 0 4 6 1 2]
49,2534,[3 4 0 5 2 1 6]
50,2098,[2 6 3 1 5 0 4]
51,3810,[5 1 4 6 0 2 3]
52,659,[0 6 3 2 5 4 1]
53,2889,[4 0 1 3 5 6 2]
54,60,[0 1 4 5 2 3 6]
55,388,[0 4 2 1 6 3 5]
56,1977,[2 5 3 1 4 6 0]
57,2500,[3 2 6 0 5 1 4]
58,1154,[1 4 5 0 3 2 6]
59,1321,[1 6 0 2 3 5 4]
60,3849,[5 2 0 3 4 6 1]
61,3002,[4 1 0 2 5 3 6]
62,1147,[1 4 3 6 0 5 2]
63,3532,[4 6 2 0 5 1 3]
64,1841,[2 4 1 5 6 3 0]
65,85,[0 1 5 4 2 6 3]
66,301,[0 3 4 5 1 6 2]
67,1430,[1 6 5 3 2 0 4]
68,902,[1 2 4 5 3 0 6]
69,111,[0 1 6 4 3 5 2]
70,1520,[2 0 5 3 4 1 6]
